chr.Base	chr	base	strand	coverage	freqC	freqT
scaffold193.687	scaffold193	687	F	14	0.00	100.00
scaffold193.697	scaffold193	697	F	3	0.00	100.00
scaffold193.713	scaffold193	713	F	5	0.00	100.00
scaffold194.7	scaffold194	7	F	5	0.00	100.00
scaffold194.41	scaffold194	41	F	12	0.00	100.00
scaffold194.43	scaffold194	43	F	16	6.25	93.75
scaffold194.52	scaffold194	52	F	23	0.00	100.00
scaffold194.57	scaffold194	57	F	21	0.00	100.00
scaffold194.65	scaffold194	65	F	38	0.00	100.00
scaffold194.67	scaffold194	67	F	8	12.50	87.50
scaffold194.87	scaffold194	87	F	235	0.85	99.15
scaffold194.282	scaffold194	282	F	41	2.44	97.56
scaffold194.361	scaffold194	361	F	62	1.61	98.39
scaffold194.639	scaffold194	639	F	3	0.00	100.00
scaffold194.649	scaffold194	649	F	3	0.00	100.00
scaffold194.670	scaffold194	670	F	4	0.00	100.00
scaffold194.748	scaffold194	748	F	9	0.00	100.00
scaffold194.895	scaffold194	895	F	5	0.00	100.00
scaffold194.918	scaffold194	918	F	5	0.00	100.00
scaffold194.927	scaffold194	927	F	6	33.33	66.67
scaffold194.933	scaffold194	933	F	5	0.00	100.00
scaffold194.953	scaffold194	953	F	3	0.00	100.00
scaffold194.995	scaffold194	995	F	6	0.00	100.00
scaffold194.1040	scaffold194	1040	F	4	0.00	100.00
scaffold194.1091	scaffold194	1091	F	3	0.00	100.00
scaffold194.1257	scaffold194	1257	F	4	0.00	100.00
scaffold194.1341	scaffold194	1341	F	4	0.00	100.00
scaffold194.1351	scaffold194	1351	F	5	0.00	100.00
scaffold194.1439	scaffold194	1439	F	3	33.33	66.67
scaffold194.1446	scaffold194	1446	F	3	0.00	100.00
scaffold194.1510	scaffold194	1510	F	6	0.00	100.00
scaffold194.1522	scaffold194	1522	F	6	0.00	100.00
scaffold194.1529	scaffold194	1529	F	4	0.00	100.00
scaffold194.1563	scaffold194	1563	F	3	33.33	66.67
scaffold194.1565	scaffold194	1565	F	4	0.00	100.00
scaffold194.1575	scaffold194	1575	F	4	0.00	100.00
scaffold194.1592	scaffold194	1592	F	4	0.00	100.00
scaffold194.1858	scaffold194	1858	F	10	0.00	100.00
scaffold194.1976	scaffold194	1976	F	4	25.00	75.00
scaffold194.1997	scaffold194	1997	F	4	0.00	100.00
scaffold194.2047	scaffold194	2047	F	54	1.85	98.15
scaffold194.2059	scaffold194	2059	F	6	0.00	100.00
scaffold194.2081	scaffold194	2081	F	82	1.22	98.78
scaffold194.2094	scaffold194	2094	F	10	0.00	100.00
scaffold194.2118	scaffold194	2118	F	14	21.43	78.57
scaffold194.2132	scaffold194	2132	F	6	0.00	100.00
scaffold194.2179	scaffold194	2179	F	3	0.00	100.00
scaffold194.2182	scaffold194	2182	F	4	0.00	100.00
scaffold194.2187	scaffold194	2187	F	6	0.00	100.00
scaffold194.2210	scaffold194	2210	F	4	0.00	100.00
scaffold194.2216	scaffold194	2216	F	6	0.00	100.00
scaffold194.2221	scaffold194	2221	F	7	0.00	100.00
scaffold194.2287	scaffold194	2287	F	3	0.00	100.00
scaffold194.2334	scaffold194	2334	F	5	40.00	60.00
scaffold194.2431	scaffold194	2431	F	6	0.00	100.00
scaffold194.2441	scaffold194	2441	F	5	0.00	100.00
scaffold194.2448	scaffold194	2448	F	3	0.00	100.00
scaffold194.2453	scaffold194	2453	F	6	0.00	100.00
scaffold194.2460	scaffold194	2460	F	7	0.00	100.00
scaffold194.2472	scaffold194	2472	F	6	33.33	66.67
scaffold194.2482	scaffold194	2482	F	5	0.00	100.00
scaffold194.2486	scaffold194	2486	F	7	0.00	100.00
scaffold194.2496	scaffold194	2496	F	3	0.00	100.00
scaffold194.2533	scaffold194	2533	F	5	0.00	100.00
scaffold194.2549	scaffold194	2549	F	8	0.00	100.00
scaffold194.2589	scaffold194	2589	F	6	0.00	100.00
scaffold194.2834	scaffold194	2834	F	8	0.00	100.00
scaffold194.2885	scaffold194	2885	F	5	0.00	100.00
scaffold194.2940	scaffold194	2940	F	6	0.00	100.00
scaffold194.2943	scaffold194	2943	F	12	16.67	83.33
scaffold194.3025	scaffold194	3025	F	4	0.00	100.00
scaffold194.3041	scaffold194	3041	F	5	0.00	100.00
scaffold194.3050	scaffold194	3050	F	5	40.00	60.00
scaffold194.3062	scaffold194	3062	F	3	0.00	100.00
scaffold194.3132	scaffold194	3132	F	6	0.00	100.00
scaffold194.3134	scaffold194	3134	F	3	0.00	100.00
scaffold194.3176	scaffold194	3176	F	4	0.00	100.00
scaffold194.3179	scaffold194	3179	F	3	0.00	100.00
scaffold194.3239	scaffold194	3239	F	4	0.00	100.00
scaffold194.3285	scaffold194	3285	F	3	0.00	100.00
scaffold194.3290	scaffold194	3290	F	3	0.00	100.00
scaffold194.3330	scaffold194	3330	F	8	0.00	100.00
scaffold194.3360	scaffold194	3360	F	3	0.00	100.00
scaffold194.3407	scaffold194	3407	F	12	0.00	100.00
scaffold194.3445	scaffold194	3445	F	6	0.00	100.00
scaffold194.3465	scaffold194	3465	F	8	0.00	100.00
scaffold194.3637	scaffold194	3637	F	8	0.00	100.00
scaffold194.3641	scaffold194	3641	F	7	0.00	100.00
scaffold194.3649	scaffold194	3649	F	4	0.00	100.00
scaffold194.3677	scaffold194	3677	F	9	0.00	100.00
scaffold194.3688	scaffold194	3688	F	11	0.00	100.00
scaffold194.3713	scaffold194	3713	F	14	0.00	100.00
scaffold194.3720	scaffold194	3720	F	8	12.50	87.50
scaffold194.3743	scaffold194	3743	F	11	9.09	90.91
scaffold194.3756	scaffold194	3756	F	6	0.00	100.00
scaffold194.3773	scaffold194	3773	F	6	0.00	100.00
scaffold194.3781	scaffold194	3781	F	4	0.00	100.00
scaffold194.3807	scaffold194	3807	F	5	0.00	100.00
scaffold194.3852	scaffold194	3852	F	4	25.00	75.00
scaffold194.3959	scaffold194	3959	F	5	20.00	80.00
scaffold194.4045	scaffold194	4045	F	3	0.00	100.00
scaffold194.4058	scaffold194	4058	F	5	0.00	100.00
scaffold194.4084	scaffold194	4084	F	3	0.00	100.00
scaffold194.4086	scaffold194	4086	F	5	0.00	100.00
scaffold194.4315	scaffold194	4315	F	7	0.00	100.00
scaffold194.4353	scaffold194	4353	F	3	0.00	100.00
scaffold194.4923	scaffold194	4923	F	3	33.33	66.67
scaffold194.4949	scaffold194	4949	F	8	0.00	100.00
scaffold194.4979	scaffold194	4979	F	5	0.00	100.00
scaffold194.4986	scaffold194	4986	F	4	0.00	100.00
scaffold194.5010	scaffold194	5010	F	6	0.00	100.00
scaffold194.5075	scaffold194	5075	F	4	0.00	100.00
scaffold194.5203	scaffold194	5203	F	4	0.00	100.00
scaffold194.5229	scaffold194	5229	F	3	0.00	100.00
scaffold194.5341	scaffold194	5341	F	3	33.33	66.67
scaffold194.5399	scaffold194	5399	F	4	0.00	100.00
scaffold194.5642	scaffold194	5642	F	3	0.00	100.00
scaffold194.6030	scaffold194	6030	F	4	25.00	75.00
scaffold194.6090	scaffold194	6090	F	3	0.00	100.00
scaffold194.6234	scaffold194	6234	F	3	33.33	66.67
scaffold194.6795	scaffold194	6795	F	3	0.00	100.00
scaffold194.6824	scaffold194	6824	F	5	0.00	100.00
scaffold194.6960	scaffold194	6960	F	3	0.00	100.00
scaffold194.6972	scaffold194	6972	F	3	0.00	100.00
scaffold194.7262	scaffold194	7262	F	4	25.00	75.00
scaffold194.7288	scaffold194	7288	F	5	0.00	100.00
scaffold194.7369	scaffold194	7369	F	4	0.00	100.00
scaffold194.7371	scaffold194	7371	F	5	0.00	100.00
scaffold194.7414	scaffold194	7414	F	6	0.00	100.00
scaffold194.7617	scaffold194	7617	F	4	0.00	100.00
scaffold194.7783	scaffold194	7783	F	6	0.00	100.00
scaffold194.7788	scaffold194	7788	F	3	0.00	100.00
scaffold194.7805	scaffold194	7805	F	7	0.00	100.00
scaffold194.8335	scaffold194	8335	F	3	0.00	100.00
scaffold194.8385	scaffold194	8385	F	3	0.00	100.00
scaffold194.8882	scaffold194	8882	F	3	0.00	100.00
scaffold194.10315	scaffold194	10315	F	4	0.00	100.00
scaffold194.10719	scaffold194	10719	F	4	0.00	100.00
scaffold194.12073	scaffold194	12073	F	6	66.67	33.33
scaffold194.12555	scaffold194	12555	F	3	100.00	0.00
scaffold194.12708	scaffold194	12708	F	4	50.00	50.00
scaffold195.22	scaffold195	22	F	5	0.00	100.00
scaffold195.44	scaffold195	44	F	7	0.00	100.00
scaffold195.70	scaffold195	70	F	10	0.00	100.00
scaffold195.411	scaffold195	411	F	5	0.00	100.00
scaffold195.434	scaffold195	434	F	10	0.00	100.00
scaffold195.452	scaffold195	452	F	17	23.53	76.47
scaffold195.561	scaffold195	561	F	6	0.00	100.00
scaffold196.44	scaffold196	44	F	6	16.67	83.33
scaffold196.51	scaffold196	51	F	18	0.00	100.00
scaffold196.69	scaffold196	69	F	17	5.88	94.12
scaffold196.79	scaffold196	79	F	15	0.00	100.00
scaffold196.88	scaffold196	88	F	14	7.14	92.86
scaffold197.92	scaffold197	92	F	12	0.00	100.00
scaffold198.105	scaffold198	105	F	6	0.00	100.00
scaffold198.150	scaffold198	150	F	4	0.00	100.00
scaffold198.160	scaffold198	160	F	14	0.00	100.00
scaffold198.163	scaffold198	163	F	9	0.00	100.00
scaffold198.168	scaffold198	168	F	6	0.00	100.00
scaffold198.223	scaffold198	223	F	6	0.00	100.00
scaffold198.231	scaffold198	231	F	8	0.00	100.00
scaffold198.406	scaffold198	406	F	7	0.00	100.00
scaffold198.710	scaffold198	710	F	4	0.00	100.00
scaffold198.767	scaffold198	767	F	8	0.00	100.00
scaffold198.806	scaffold198	806	F	7	0.00	100.00
scaffold198.813	scaffold198	813	F	4	50.00	50.00
scaffold198.831	scaffold198	831	F	5	0.00	100.00
scaffold198.1131	scaffold198	1131	F	4	0.00	100.00
scaffold198.1230	scaffold198	1230	F	7	14.29	85.71
scaffold198.1255	scaffold198	1255	F	5	0.00	100.00
scaffold199.51	scaffold199	51	F	21	4.76	95.24
scaffold199.61	scaffold199	61	F	16	6.25	93.75
scaffold199.66	scaffold199	66	F	10	0.00	100.00
scaffold199.131	scaffold199	131	F	6	0.00	100.00
scaffold199.134	scaffold199	134	F	11	0.00	100.00
scaffold199.197	scaffold199	197	F	9	11.11	88.89
scaffold199.232	scaffold199	232	F	10	10.00	90.00
scaffold199.363	scaffold199	363	F	10	0.00	100.00
scaffold199.400	scaffold199	400	F	4	0.00	100.00
scaffold199.433	scaffold199	433	F	5	20.00	80.00
scaffold199.591	scaffold199	591	F	10	0.00	100.00
scaffold199.779	scaffold199	779	F	6	0.00	100.00
scaffold199.784	scaffold199	784	F	3	0.00	100.00
scaffold199.801	scaffold199	801	F	6	0.00	100.00
scaffold199.960	scaffold199	960	F	9	11.11	88.89
scaffold199.1020	scaffold199	1020	F	3	0.00	100.00
scaffold199.1035	scaffold199	1035	F	3	0.00	100.00
scaffold199.1400	scaffold199	1400	F	8	50.00	50.00
scaffold199.1420	scaffold199	1420	F	7	28.57	71.43
scaffold199.1451	scaffold199	1451	F	12	16.67	83.33
scaffold199.1510	scaffold199	1510	F	3	0.00	100.00
scaffold199.1515	scaffold199	1515	F	5	0.00	100.00
scaffold199.1604	scaffold199	1604	F	5	0.00	100.00
scaffold199.1770	scaffold199	1770	F	5	0.00	100.00
scaffold199.1822	scaffold199	1822	F	4	0.00	100.00
scaffold199.1897	scaffold199	1897	F	8	0.00	100.00
scaffold199.1946	scaffold199	1946	F	9	0.00	100.00
scaffold199.1969	scaffold199	1969	F	7	0.00	100.00
scaffold199.2292	scaffold199	2292	F	3	0.00	100.00
scaffold199.2364	scaffold199	2364	F	3	0.00	100.00
scaffold199.2382	scaffold199	2382	F	4	0.00	100.00
scaffold199.2422	scaffold199	2422	F	3	0.00	100.00
scaffold199.2445	scaffold199	2445	F	4	0.00	100.00
scaffold199.2447	scaffold199	2447	F	3	0.00	100.00
scaffold199.2524	scaffold199	2524	F	3	0.00	100.00
scaffold199.2570	scaffold199	2570	F	4	0.00	100.00
scaffold199.2745	scaffold199	2745	F	3	0.00	100.00
scaffold199.2774	scaffold199	2774	F	5	0.00	100.00
scaffold199.2782	scaffold199	2782	F	4	0.00	100.00
scaffold199.2999	scaffold199	2999	F	4	0.00	100.00
scaffold199.3032	scaffold199	3032	F	3	66.67	33.33
scaffold199.3036	scaffold199	3036	F	3	66.67	33.33
scaffold199.3039	scaffold199	3039	F	7	28.57	71.43
scaffold199.3041	scaffold199	3041	F	5	40.00	60.00
scaffold199.3238	scaffold199	3238	F	4	0.00	100.00
scaffold199.3344	scaffold199	3344	F	6	0.00	100.00
scaffold199.3360	scaffold199	3360	F	4	25.00	75.00
scaffold199.3362	scaffold199	3362	F	6	0.00	100.00
scaffold199.3384	scaffold199	3384	F	3	0.00	100.00
scaffold199.3386	scaffold199	3386	F	3	0.00	100.00
scaffold199.3443	scaffold199	3443	F	4	0.00	100.00
scaffold199.3474	scaffold199	3474	F	5	0.00	100.00
scaffold199.3477	scaffold199	3477	F	7	0.00	100.00
scaffold2.33	scaffold2	33	F	19	5.26	94.74
scaffold2.47	scaffold2	47	F	54	0.00	100.00
scaffold2.61	scaffold2	61	F	62	0.00	100.00
scaffold2.229	scaffold2	229	F	4	0.00	100.00
scaffold20.35	scaffold20	35	F	5	0.00	100.00
scaffold20.771	scaffold20	771	F	6	0.00	100.00
scaffold20.774	scaffold20	774	F	5	0.00	100.00
scaffold20.792	scaffold20	792	F	5	0.00	100.00
scaffold20.808	scaffold20	808	F	3	33.33	66.67
scaffold200.63	scaffold200	63	F	4	0.00	100.00
scaffold200.111	scaffold200	111	F	11	9.09	90.91
scaffold200.196	scaffold200	196	F	4	0.00	100.00
scaffold200.241	scaffold200	241	F	4	0.00	100.00
scaffold200.248	scaffold200	248	F	4	0.00	100.00
scaffold200.285	scaffold200	285	F	4	25.00	75.00
scaffold200.326	scaffold200	326	F	6	0.00	100.00
scaffold200.572	scaffold200	572	F	12	0.00	100.00
scaffold200.587	scaffold200	587	F	5	20.00	80.00
scaffold200.701	scaffold200	701	F	7	0.00	100.00
scaffold200.733	scaffold200	733	F	7	0.00	100.00
scaffold200.750	scaffold200	750	F	10	0.00	100.00
scaffold200.897	scaffold200	897	F	3	0.00	100.00
scaffold200.1030	scaffold200	1030	F	4	0.00	100.00
scaffold200.1081	scaffold200	1081	F	54	0.00	100.00
scaffold200.1198	scaffold200	1198	F	4	0.00	100.00
scaffold200.1327	scaffold200	1327	F	3	0.00	100.00
scaffold200.1405	scaffold200	1405	F	4	0.00	100.00
scaffold200.1526	scaffold200	1526	F	5	0.00	100.00
scaffold200.1721	scaffold200	1721	F	3	0.00	100.00
scaffold200.1734	scaffold200	1734	F	4	0.00	100.00
scaffold200.2024	scaffold200	2024	F	7	0.00	100.00
scaffold200.2038	scaffold200	2038	F	3	0.00	100.00
scaffold200.2503	scaffold200	2503	F	8	0.00	100.00
scaffold200.2632	scaffold200	2632	F	3	0.00	100.00
scaffold200.2722	scaffold200	2722	F	3	0.00	100.00
scaffold200.2733	scaffold200	2733	F	3	0.00	100.00
scaffold200.2929	scaffold200	2929	F	4	0.00	100.00
scaffold200.2952	scaffold200	2952	F	5	0.00	100.00
scaffold200.2961	scaffold200	2961	F	7	0.00	100.00
scaffold200.3105	scaffold200	3105	F	3	0.00	100.00
scaffold200.3109	scaffold200	3109	F	3	0.00	100.00
scaffold200.3152	scaffold200	3152	F	6	66.67	33.33
scaffold200.3350	scaffold200	3350	F	3	0.00	100.00
scaffold200.3430	scaffold200	3430	F	3	0.00	100.00
scaffold200.3560	scaffold200	3560	F	14	50.00	50.00
scaffold200.3636	scaffold200	3636	F	5	0.00	100.00
scaffold200.3768	scaffold200	3768	F	4	0.00	100.00
scaffold200.3804	scaffold200	3804	F	4	0.00	100.00
scaffold200.3817	scaffold200	3817	F	5	0.00	100.00
scaffold200.3903	scaffold200	3903	F	3	0.00	100.00
scaffold200.4040	scaffold200	4040	F	9	0.00	100.00
scaffold200.4084	scaffold200	4084	F	3	0.00	100.00
scaffold200.4176	scaffold200	4176	F	3	0.00	100.00
scaffold200.4220	scaffold200	4220	F	8	0.00	100.00
scaffold200.4272	scaffold200	4272	F	4	0.00	100.00
scaffold200.4285	scaffold200	4285	F	4	0.00	100.00
scaffold200.4318	scaffold200	4318	F	3	0.00	100.00
scaffold200.4500	scaffold200	4500	F	4	0.00	100.00
scaffold200.5223	scaffold200	5223	F	3	0.00	100.00
scaffold201.10	scaffold201	10	F	3	0.00	100.00
scaffold201.32	scaffold201	32	F	9	0.00	100.00
scaffold201.39	scaffold201	39	F	9	0.00	100.00
scaffold201.46	scaffold201	46	F	10	0.00	100.00
scaffold201.49	scaffold201	49	F	23	0.00	100.00
scaffold201.64	scaffold201	64	F	20	5.00	95.00
scaffold201.101	scaffold201	101	F	13	0.00	100.00
scaffold201.116	scaffold201	116	F	6	0.00	100.00
scaffold201.129	scaffold201	129	F	4	25.00	75.00
scaffold201.150	scaffold201	150	F	7	14.29	85.71
scaffold201.240	scaffold201	240	F	3	0.00	100.00
scaffold201.256	scaffold201	256	F	7	0.00	100.00
scaffold201.310	scaffold201	310	F	8	0.00	100.00
scaffold201.401	scaffold201	401	F	8	0.00	100.00
scaffold201.650	scaffold201	650	F	4	0.00	100.00
scaffold202.42	scaffold202	42	F	13	0.00	100.00
scaffold202.307	scaffold202	307	F	6	0.00	100.00
scaffold202.320	scaffold202	320	F	7	0.00	100.00
scaffold202.393	scaffold202	393	F	4	0.00	100.00
scaffold202.437	scaffold202	437	F	3	0.00	100.00
scaffold202.491	scaffold202	491	F	3	0.00	100.00
scaffold202.518	scaffold202	518	F	3	0.00	100.00
scaffold202.559	scaffold202	559	F	4	0.00	100.00
scaffold202.730	scaffold202	730	F	4	0.00	100.00
scaffold202.762	scaffold202	762	F	10	0.00	100.00
scaffold202.800	scaffold202	800	F	10	0.00	100.00
scaffold203.44	scaffold203	44	F	11	9.09	90.91
scaffold203.95	scaffold203	95	F	17	5.88	94.12
scaffold203.251	scaffold203	251	F	21	0.00	100.00
scaffold203.337	scaffold203	337	F	6	0.00	100.00
scaffold203.396	scaffold203	396	F	6	50.00	50.00
scaffold203.416	scaffold203	416	F	4	75.00	25.00
scaffold203.419	scaffold203	419	F	4	50.00	50.00
scaffold203.428	scaffold203	428	F	3	0.00	100.00
scaffold203.1153	scaffold203	1153	F	6	0.00	100.00
scaffold203.2237	scaffold203	2237	F	4	0.00	100.00
scaffold203.2519	scaffold203	2519	F	5	0.00	100.00
scaffold203.2582	scaffold203	2582	F	4	0.00	100.00
scaffold203.2649	scaffold203	2649	F	4	0.00	100.00
scaffold203.2669	scaffold203	2669	F	4	0.00	100.00
scaffold203.2859	scaffold203	2859	F	3	0.00	100.00
scaffold203.2943	scaffold203	2943	F	3	0.00	100.00
scaffold203.3090	scaffold203	3090	F	7	0.00	100.00
scaffold203.3176	scaffold203	3176	F	3	0.00	100.00
scaffold203.3201	scaffold203	3201	F	9	0.00	100.00
scaffold204.51	scaffold204	51	F	7	0.00	100.00
scaffold204.139	scaffold204	139	F	5	0.00	100.00
scaffold204.150	scaffold204	150	F	11	9.09	90.91
scaffold204.277	scaffold204	277	F	4	0.00	100.00
scaffold204.343	scaffold204	343	F	13	0.00	100.00
scaffold204.370	scaffold204	370	F	9	0.00	100.00
scaffold204.381	scaffold204	381	F	6	0.00	100.00
scaffold204.536	scaffold204	536	F	4	0.00	100.00
scaffold204.591	scaffold204	591	F	8	0.00	100.00
scaffold204.897	scaffold204	897	F	10	0.00	100.00
scaffold204.1133	scaffold204	1133	F	3	0.00	100.00
scaffold204.1168	scaffold204	1168	F	3	0.00	100.00
scaffold204.1429	scaffold204	1429	F	8	0.00	100.00
scaffold204.1482	scaffold204	1482	F	31	0.00	100.00
scaffold204.1575	scaffold204	1575	F	3	0.00	100.00
scaffold204.1962	scaffold204	1962	F	3	0.00	100.00
scaffold204.1989	scaffold204	1989	F	6	0.00	100.00
scaffold204.2003	scaffold204	2003	F	4	0.00	100.00
scaffold204.2006	scaffold204	2006	F	7	14.29	85.71
scaffold204.2016	scaffold204	2016	F	6	0.00	100.00
scaffold204.2204	scaffold204	2204	F	4	100.00	0.00
scaffold204.2217	scaffold204	2217	F	3	0.00	100.00
scaffold204.2568	scaffold204	2568	F	4	0.00	100.00
scaffold204.2648	scaffold204	2648	F	3	0.00	100.00
scaffold204.3200	scaffold204	3200	F	3	0.00	100.00
scaffold204.3250	scaffold204	3250	F	3	33.33	66.67
scaffold204.3406	scaffold204	3406	F	4	100.00	0.00
scaffold204.3413	scaffold204	3413	F	4	100.00	0.00
scaffold204.3449	scaffold204	3449	F	8	50.00	50.00
scaffold204.3457	scaffold204	3457	F	4	0.00	100.00
scaffold204.3861	scaffold204	3861	F	3	0.00	100.00
scaffold204.3943	scaffold204	3943	F	9	0.00	100.00
scaffold204.4098	scaffold204	4098	F	3	0.00	100.00
scaffold204.4625	scaffold204	4625	F	3	66.67	33.33
scaffold204.4653	scaffold204	4653	F	5	40.00	60.00
scaffold204.4918	scaffold204	4918	F	3	0.00	100.00
scaffold204.5721	scaffold204	5721	F	3	33.33	66.67
scaffold205.8	scaffold205	8	F	3	0.00	100.00
scaffold205.14	scaffold205	14	F	3	0.00	100.00
scaffold205.17	scaffold205	17	F	7	0.00	100.00
scaffold205.20	scaffold205	20	F	6	0.00	100.00
scaffold205.23	scaffold205	23	F	10	10.00	90.00
scaffold205.40	scaffold205	40	F	13	7.69	92.31
scaffold205.47	scaffold205	47	F	17	0.00	100.00
scaffold205.70	scaffold205	70	F	22	0.00	100.00
scaffold205.76	scaffold205	76	F	23	0.00	100.00
scaffold205.82	scaffold205	82	F	19	0.00	100.00
scaffold205.92	scaffold205	92	F	14	0.00	100.00
scaffold205.138	scaffold205	138	F	7	0.00	100.00
scaffold205.195	scaffold205	195	F	9	0.00	100.00
scaffold205.204	scaffold205	204	F	5	0.00	100.00
scaffold205.247	scaffold205	247	F	5	0.00	100.00
scaffold205.452	scaffold205	452	F	6	33.33	66.67
scaffold205.482	scaffold205	482	F	14	0.00	100.00
scaffold205.495	scaffold205	495	F	13	0.00	100.00
scaffold205.595	scaffold205	595	F	6	0.00	100.00
scaffold205.638	scaffold205	638	F	3	0.00	100.00
scaffold205.702	scaffold205	702	F	4	0.00	100.00
scaffold205.799	scaffold205	799	F	5	0.00	100.00
scaffold205.813	scaffold205	813	F	5	0.00	100.00
scaffold205.830	scaffold205	830	F	10	0.00	100.00
scaffold205.834	scaffold205	834	F	14	7.14	92.86
scaffold205.902	scaffold205	902	F	3	0.00	100.00
scaffold205.949	scaffold205	949	F	4	0.00	100.00
scaffold205.1010	scaffold205	1010	F	5	20.00	80.00
scaffold205.1098	scaffold205	1098	F	48	0.00	100.00
scaffold205.1101	scaffold205	1101	F	43	0.00	100.00
scaffold206.32	scaffold206	32	F	9	11.11	88.89
scaffold206.40	scaffold206	40	F	17	0.00	100.00
scaffold206.53	scaffold206	53	F	12	16.67	83.33
scaffold206.61	scaffold206	61	F	23	0.00	100.00
scaffold206.84	scaffold206	84	F	9	0.00	100.00
scaffold206.86	scaffold206	86	F	14	0.00	100.00
scaffold206.106	scaffold206	106	F	22	0.00	100.00
scaffold206.109	scaffold206	109	F	7	0.00	100.00
scaffold206.117	scaffold206	117	F	10	40.00	60.00
scaffold206.119	scaffold206	119	F	15	0.00	100.00
scaffold206.135	scaffold206	135	F	5	0.00	100.00
scaffold206.140	scaffold206	140	F	14	28.57	71.43
scaffold206.142	scaffold206	142	F	4	0.00	100.00
scaffold206.150	scaffold206	150	F	10	0.00	100.00
scaffold206.173	scaffold206	173	F	6	0.00	100.00
scaffold206.181	scaffold206	181	F	9	11.11	88.89
scaffold206.202	scaffold206	202	F	10	0.00	100.00
scaffold206.210	scaffold206	210	F	6	16.67	83.33
scaffold206.212	scaffold206	212	F	12	0.00	100.00
scaffold206.233	scaffold206	233	F	13	0.00	100.00
scaffold206.235	scaffold206	235	F	4	0.00	100.00
scaffold206.258	scaffold206	258	F	6	0.00	100.00
scaffold206.260	scaffold206	260	F	7	0.00	100.00
scaffold206.276	scaffold206	276	F	10	0.00	100.00
scaffold206.323	scaffold206	323	F	6	0.00	100.00
scaffold206.331	scaffold206	331	F	6	0.00	100.00
scaffold206.338	scaffold206	338	F	4	0.00	100.00
scaffold206.357	scaffold206	357	F	6	16.67	83.33
scaffold206.362	scaffold206	362	F	6	33.33	66.67
scaffold206.364	scaffold206	364	F	7	0.00	100.00
scaffold206.372	scaffold206	372	F	10	0.00	100.00
scaffold206.388	scaffold206	388	F	4	25.00	75.00
scaffold206.390	scaffold206	390	F	4	0.00	100.00
scaffold206.396	scaffold206	396	F	5	20.00	80.00
scaffold206.398	scaffold206	398	F	12	8.33	91.67
scaffold206.402	scaffold206	402	F	9	0.00	100.00
scaffold206.418	scaffold206	418	F	4	0.00	100.00
scaffold206.434	scaffold206	434	F	5	0.00	100.00
scaffold206.523	scaffold206	523	F	6	0.00	100.00
scaffold206.540	scaffold206	540	F	17	0.00	100.00
scaffold206.556	scaffold206	556	F	15	0.00	100.00
scaffold206.565	scaffold206	565	F	11	0.00	100.00
scaffold206.722	scaffold206	722	F	4	0.00	100.00
scaffold206.1394	scaffold206	1394	F	3	0.00	100.00
scaffold206.1866	scaffold206	1866	F	3	0.00	100.00
scaffold206.2015	scaffold206	2015	F	4	0.00	100.00
scaffold206.2095	scaffold206	2095	F	3	0.00	100.00
scaffold206.2264	scaffold206	2264	F	7	0.00	100.00
scaffold206.2311	scaffold206	2311	F	9	0.00	100.00
scaffold206.2329	scaffold206	2329	F	4	0.00	100.00
scaffold206.2333	scaffold206	2333	F	6	0.00	100.00
scaffold206.2448	scaffold206	2448	F	7	0.00	100.00
scaffold206.2549	scaffold206	2549	F	4	0.00	100.00
scaffold206.2774	scaffold206	2774	F	9	55.56	44.44
scaffold206.2776	scaffold206	2776	F	9	0.00	100.00
scaffold206.2802	scaffold206	2802	F	13	0.00	100.00
scaffold206.2822	scaffold206	2822	F	13	0.00	100.00
scaffold206.3076	scaffold206	3076	F	3	33.33	66.67
scaffold206.3162	scaffold206	3162	F	11	72.73	27.27
scaffold206.3304	scaffold206	3304	F	4	0.00	100.00
scaffold206.3904	scaffold206	3904	F	5	0.00	100.00
scaffold206.4152	scaffold206	4152	F	4	0.00	100.00
scaffold206.4204	scaffold206	4204	F	3	0.00	100.00
scaffold206.4218	scaffold206	4218	F	4	0.00	100.00
scaffold206.4221	scaffold206	4221	F	4	0.00	100.00
scaffold206.4498	scaffold206	4498	F	5	0.00	100.00
scaffold206.4592	scaffold206	4592	F	13	0.00	100.00
scaffold206.4625	scaffold206	4625	F	26	3.85	96.15
scaffold206.4629	scaffold206	4629	F	4	0.00	100.00
scaffold206.4640	scaffold206	4640	F	15	13.33	86.67
scaffold206.4907	scaffold206	4907	F	4	0.00	100.00
scaffold206.4938	scaffold206	4938	F	3	0.00	100.00
scaffold206.4991	scaffold206	4991	F	22	4.55	95.45
scaffold206.5022	scaffold206	5022	F	25	4.00	96.00
scaffold206.5155	scaffold206	5155	F	3	0.00	100.00
scaffold206.5249	scaffold206	5249	F	6	0.00	100.00
scaffold206.5252	scaffold206	5252	F	5	0.00	100.00
scaffold206.5347	scaffold206	5347	F	3	100.00	0.00
scaffold206.5515	scaffold206	5515	F	4	0.00	100.00
scaffold206.6478	scaffold206	6478	F	3	0.00	100.00
scaffold206.6705	scaffold206	6705	F	5	0.00	100.00
scaffold206.6708	scaffold206	6708	F	6	0.00	100.00
scaffold206.7014	scaffold206	7014	F	3	0.00	100.00
scaffold207.21	scaffold207	21	F	3	0.00	100.00
scaffold207.26	scaffold207	26	F	4	0.00	100.00
