chr.Base	chr	base	strand	coverage	freqC	freqT
scaffold224.1996	scaffold224	1996	F	6	33.33	66.67
scaffold224.2007	scaffold224	2007	F	5	0.00	100.00
scaffold224.2060	scaffold224	2060	F	6	0.00	100.00
scaffold224.2270	scaffold224	2270	F	8	12.50	87.50
scaffold224.2281	scaffold224	2281	F	8	0.00	100.00
scaffold224.2994	scaffold224	2994	F	8	0.00	100.00
scaffold224.3111	scaffold224	3111	F	4	0.00	100.00
scaffold224.3119	scaffold224	3119	F	3	0.00	100.00
scaffold224.3156	scaffold224	3156	F	3	0.00	100.00
scaffold224.3296	scaffold224	3296	F	3	0.00	100.00
scaffold224.3389	scaffold224	3389	F	3	33.33	66.67
scaffold224.3456	scaffold224	3456	F	8	37.50	62.50
scaffold224.3560	scaffold224	3560	F	6	0.00	100.00
scaffold225.16	scaffold225	16	F	8	12.50	87.50
scaffold225.103	scaffold225	103	F	13	0.00	100.00
scaffold225.786	scaffold225	786	F	12	0.00	100.00
scaffold225.808	scaffold225	808	F	3	0.00	100.00
scaffold225.825	scaffold225	825	F	4	0.00	100.00
scaffold225.833	scaffold225	833	F	5	0.00	100.00
scaffold225.837	scaffold225	837	F	4	0.00	100.00
scaffold225.880	scaffold225	880	F	3	0.00	100.00
scaffold225.936	scaffold225	936	F	7	0.00	100.00
scaffold225.946	scaffold225	946	F	7	0.00	100.00
scaffold225.973	scaffold225	973	F	3	33.33	66.67
scaffold225.1005	scaffold225	1005	F	3	0.00	100.00
scaffold225.1026	scaffold225	1026	F	7	0.00	100.00
scaffold225.1040	scaffold225	1040	F	5	0.00	100.00
scaffold225.1086	scaffold225	1086	F	9	0.00	100.00
scaffold225.1118	scaffold225	1118	F	3	0.00	100.00
scaffold225.1267	scaffold225	1267	F	3	0.00	100.00
scaffold225.1302	scaffold225	1302	F	4	25.00	75.00
scaffold225.1309	scaffold225	1309	F	4	0.00	100.00
scaffold225.1444	scaffold225	1444	F	3	0.00	100.00
scaffold225.1609	scaffold225	1609	F	3	0.00	100.00
scaffold225.1696	scaffold225	1696	F	4	0.00	100.00
scaffold225.1721	scaffold225	1721	F	4	0.00	100.00
scaffold225.1725	scaffold225	1725	F	5	0.00	100.00
scaffold225.1759	scaffold225	1759	F	3	0.00	100.00
scaffold226.62	scaffold226	62	F	799	0.13	99.87
scaffold226.86	scaffold226	86	F	9	0.00	100.00
scaffold226.636	scaffold226	636	F	7	0.00	100.00
scaffold226.655	scaffold226	655	F	4	0.00	100.00
scaffold226.1322	scaffold226	1322	F	4	0.00	100.00
scaffold226.1339	scaffold226	1339	F	5	0.00	100.00
scaffold226.1439	scaffold226	1439	F	4	0.00	100.00
scaffold226.1454	scaffold226	1454	F	4	0.00	100.00
scaffold226.1514	scaffold226	1514	F	5	0.00	100.00
scaffold226.1523	scaffold226	1523	F	5	0.00	100.00
scaffold226.1667	scaffold226	1667	F	3	0.00	100.00
scaffold226.2247	scaffold226	2247	F	4	0.00	100.00
scaffold226.2342	scaffold226	2342	F	3	0.00	100.00
scaffold226.2689	scaffold226	2689	F	11	0.00	100.00
scaffold226.2728	scaffold226	2728	F	3	0.00	100.00
scaffold226.2733	scaffold226	2733	F	3	0.00	100.00
scaffold226.2741	scaffold226	2741	F	3	0.00	100.00
scaffold226.2754	scaffold226	2754	F	8	0.00	100.00
scaffold226.2805	scaffold226	2805	F	3	0.00	100.00
scaffold226.2829	scaffold226	2829	F	4	0.00	100.00
scaffold226.2840	scaffold226	2840	F	3	33.33	66.67
scaffold226.2844	scaffold226	2844	F	3	0.00	100.00
scaffold227.64	scaffold227	64	F	8	12.50	87.50
scaffold227.86	scaffold227	86	F	8	0.00	100.00
scaffold227.362	scaffold227	362	F	8	0.00	100.00
scaffold227.365	scaffold227	365	F	8	0.00	100.00
scaffold227.375	scaffold227	375	F	10	0.00	100.00
scaffold227.399	scaffold227	399	F	4	0.00	100.00
scaffold227.405	scaffold227	405	F	4	0.00	100.00
scaffold227.411	scaffold227	411	F	7	0.00	100.00
scaffold227.421	scaffold227	421	F	15	0.00	100.00
scaffold227.511	scaffold227	511	F	10	30.00	70.00
scaffold227.560	scaffold227	560	F	4	0.00	100.00
scaffold227.563	scaffold227	563	F	3	0.00	100.00
scaffold227.573	scaffold227	573	F	3	33.33	66.67
scaffold227.590	scaffold227	590	F	9	0.00	100.00
scaffold227.594	scaffold227	594	F	8	0.00	100.00
scaffold227.599	scaffold227	599	F	12	0.00	100.00
scaffold227.615	scaffold227	615	F	11	0.00	100.00
scaffold227.620	scaffold227	620	F	7	0.00	100.00
scaffold227.629	scaffold227	629	F	12	0.00	100.00
scaffold227.635	scaffold227	635	F	6	0.00	100.00
scaffold227.644	scaffold227	644	F	6	0.00	100.00
scaffold227.670	scaffold227	670	F	7	0.00	100.00
scaffold227.722	scaffold227	722	F	6	0.00	100.00
scaffold227.751	scaffold227	751	F	8	0.00	100.00
scaffold227.761	scaffold227	761	F	5	0.00	100.00
scaffold227.767	scaffold227	767	F	7	0.00	100.00
scaffold227.775	scaffold227	775	F	4	25.00	75.00
scaffold227.777	scaffold227	777	F	7	14.29	85.71
scaffold227.847	scaffold227	847	F	27	0.00	100.00
scaffold227.856	scaffold227	856	F	11	0.00	100.00
scaffold227.870	scaffold227	870	F	6	0.00	100.00
scaffold227.896	scaffold227	896	F	7	0.00	100.00
scaffold227.919	scaffold227	919	F	4	0.00	100.00
scaffold227.953	scaffold227	953	F	8	75.00	25.00
scaffold227.999	scaffold227	999	F	4	0.00	100.00
scaffold227.1018	scaffold227	1018	F	8	0.00	100.00
scaffold227.1064	scaffold227	1064	F	8	0.00	100.00
scaffold227.1427	scaffold227	1427	F	6	0.00	100.00
scaffold227.1436	scaffold227	1436	F	4	0.00	100.00
scaffold227.1472	scaffold227	1472	F	7	0.00	100.00
scaffold227.1487	scaffold227	1487	F	3	0.00	100.00
scaffold227.1503	scaffold227	1503	F	6	0.00	100.00
scaffold227.1558	scaffold227	1558	F	3	0.00	100.00
scaffold227.1567	scaffold227	1567	F	4	0.00	100.00
scaffold227.1696	scaffold227	1696	F	4	0.00	100.00
scaffold227.1709	scaffold227	1709	F	8	0.00	100.00
scaffold227.1729	scaffold227	1729	F	8	12.50	87.50
scaffold227.1760	scaffold227	1760	F	8	0.00	100.00
scaffold227.1894	scaffold227	1894	F	3	0.00	100.00
scaffold227.1970	scaffold227	1970	F	11	0.00	100.00
scaffold227.1983	scaffold227	1983	F	9	0.00	100.00
scaffold227.2036	scaffold227	2036	F	12	0.00	100.00
scaffold227.2139	scaffold227	2139	F	6	0.00	100.00
scaffold227.2226	scaffold227	2226	F	24	0.00	100.00
scaffold227.2276	scaffold227	2276	F	3	0.00	100.00
scaffold227.2284	scaffold227	2284	F	4	0.00	100.00
scaffold227.2287	scaffold227	2287	F	3	0.00	100.00
scaffold227.2293	scaffold227	2293	F	3	0.00	100.00
scaffold227.2305	scaffold227	2305	F	6	0.00	100.00
scaffold227.2350	scaffold227	2350	F	12	16.67	83.33
scaffold227.2353	scaffold227	2353	F	13	7.69	92.31
scaffold227.2367	scaffold227	2367	F	13	7.69	92.31
scaffold227.2381	scaffold227	2381	F	15	6.67	93.33
scaffold227.2391	scaffold227	2391	F	19	5.26	94.74
scaffold227.2394	scaffold227	2394	F	14	7.14	92.86
scaffold227.2594	scaffold227	2594	F	10	30.00	70.00
scaffold227.2620	scaffold227	2620	F	15	0.00	100.00
scaffold227.2623	scaffold227	2623	F	7	0.00	100.00
scaffold227.2662	scaffold227	2662	F	27	0.00	100.00
scaffold227.2685	scaffold227	2685	F	15	0.00	100.00
scaffold228.85	scaffold228	85	F	20	5.00	95.00
scaffold228.103	scaffold228	103	F	5	0.00	100.00
scaffold228.133	scaffold228	133	F	10	0.00	100.00
scaffold228.173	scaffold228	173	F	9	22.22	77.78
scaffold228.197	scaffold228	197	F	3	33.33	66.67
scaffold228.245	scaffold228	245	F	13	23.08	76.92
scaffold228.250	scaffold228	250	F	12	16.67	83.33
scaffold228.258	scaffold228	258	F	18	0.00	100.00
scaffold228.273	scaffold228	273	F	6	16.67	83.33
scaffold228.339	scaffold228	339	F	9	0.00	100.00
scaffold228.437	scaffold228	437	F	21	0.00	100.00
scaffold228.493	scaffold228	493	F	12	8.33	91.67
scaffold228.513	scaffold228	513	F	12	0.00	100.00
scaffold228.577	scaffold228	577	F	6	0.00	100.00
scaffold228.662	scaffold228	662	F	4	0.00	100.00
scaffold228.879	scaffold228	879	F	16	6.25	93.75
scaffold228.944	scaffold228	944	F	4	0.00	100.00
scaffold228.1017	scaffold228	1017	F	7	0.00	100.00
scaffold228.1031	scaffold228	1031	F	4	0.00	100.00
scaffold228.1127	scaffold228	1127	F	3	0.00	100.00
scaffold228.1178	scaffold228	1178	F	23	0.00	100.00
scaffold229.57	scaffold229	57	F	8	0.00	100.00
scaffold229.480	scaffold229	480	F	3	0.00	100.00
scaffold229.523	scaffold229	523	F	3	0.00	100.00
scaffold229.556	scaffold229	556	F	5	0.00	100.00
scaffold229.594	scaffold229	594	F	6	0.00	100.00
scaffold229.693	scaffold229	693	F	5	0.00	100.00
scaffold229.754	scaffold229	754	F	4	0.00	100.00
scaffold229.787	scaffold229	787	F	4	0.00	100.00
scaffold229.850	scaffold229	850	F	4	0.00	100.00
scaffold229.883	scaffold229	883	F	3	0.00	100.00
scaffold229.930	scaffold229	930	F	8	0.00	100.00
scaffold229.943	scaffold229	943	F	9	0.00	100.00
scaffold229.957	scaffold229	957	F	7	14.29	85.71
scaffold229.1185	scaffold229	1185	F	4	25.00	75.00
scaffold229.1191	scaffold229	1191	F	8	0.00	100.00
scaffold229.1270	scaffold229	1270	F	3	0.00	100.00
scaffold229.1340	scaffold229	1340	F	8	0.00	100.00
scaffold229.1353	scaffold229	1353	F	9	11.11	88.89
scaffold229.1379	scaffold229	1379	F	8	50.00	50.00
scaffold23.12	scaffold23	12	F	7	28.57	71.43
scaffold23.98	scaffold23	98	F	26	19.23	80.77
scaffold23.110	scaffold23	110	F	24	20.83	79.17
scaffold23.118	scaffold23	118	F	15	26.67	73.33
scaffold23.124	scaffold23	124	F	10	20.00	80.00
scaffold23.126	scaffold23	126	F	18	33.33	66.67
scaffold23.132	scaffold23	132	F	12	0.00	100.00
scaffold23.292	scaffold23	292	F	6	16.67	83.33
scaffold23.569	scaffold23	569	F	7	14.29	85.71
scaffold23.581	scaffold23	581	F	8	12.50	87.50
scaffold23.591	scaffold23	591	F	7	14.29	85.71
scaffold23.667	scaffold23	667	F	3	0.00	100.00
scaffold23.701	scaffold23	701	F	6	0.00	100.00
scaffold23.765	scaffold23	765	F	9	22.22	77.78
scaffold23.772	scaffold23	772	F	7	0.00	100.00
scaffold23.806	scaffold23	806	F	3	66.67	33.33
scaffold23.816	scaffold23	816	F	9	22.22	77.78
scaffold23.914	scaffold23	914	F	3	66.67	33.33
scaffold23.920	scaffold23	920	F	5	40.00	60.00
scaffold23.986	scaffold23	986	F	4	0.00	100.00
scaffold23.990	scaffold23	990	F	4	25.00	75.00
scaffold23.1076	scaffold23	1076	F	9	0.00	100.00
scaffold23.1349	scaffold23	1349	F	7	28.57	71.43
scaffold23.1353	scaffold23	1353	F	5	40.00	60.00
scaffold23.1371	scaffold23	1371	F	5	0.00	100.00
scaffold23.1381	scaffold23	1381	F	8	0.00	100.00
scaffold23.1384	scaffold23	1384	F	5	0.00	100.00
scaffold23.1435	scaffold23	1435	F	6	0.00	100.00
scaffold23.1894	scaffold23	1894	F	10	0.00	100.00
scaffold23.2007	scaffold23	2007	F	14	7.14	92.86
scaffold23.2018	scaffold23	2018	F	13	69.23	30.77
scaffold23.2078	scaffold23	2078	F	3	33.33	66.67
scaffold23.2170	scaffold23	2170	F	4	25.00	75.00
scaffold23.2186	scaffold23	2186	F	8	12.50	87.50
scaffold23.2205	scaffold23	2205	F	4	50.00	50.00
scaffold23.2847	scaffold23	2847	F	4	25.00	75.00
scaffold23.3389	scaffold23	3389	F	3	0.00	100.00
scaffold23.3456	scaffold23	3456	F	4	0.00	100.00
scaffold23.3551	scaffold23	3551	F	5	0.00	100.00
scaffold23.3553	scaffold23	3553	F	4	0.00	100.00
scaffold230.23	scaffold230	23	F	10	0.00	100.00
scaffold230.155	scaffold230	155	F	3	0.00	100.00
scaffold230.203	scaffold230	203	F	11	0.00	100.00
scaffold230.225	scaffold230	225	F	11	0.00	100.00
scaffold230.236	scaffold230	236	F	4	0.00	100.00
scaffold230.242	scaffold230	242	F	4	0.00	100.00
scaffold230.252	scaffold230	252	F	5	0.00	100.00
scaffold230.259	scaffold230	259	F	3	0.00	100.00
scaffold230.264	scaffold230	264	F	3	0.00	100.00
scaffold230.267	scaffold230	267	F	4	0.00	100.00
scaffold230.275	scaffold230	275	F	7	28.57	71.43
scaffold230.285	scaffold230	285	F	6	33.33	66.67
scaffold230.288	scaffold230	288	F	6	0.00	100.00
scaffold230.316	scaffold230	316	F	6	0.00	100.00
scaffold230.365	scaffold230	365	F	9	0.00	100.00
scaffold230.623	scaffold230	623	F	10	0.00	100.00
scaffold230.646	scaffold230	646	F	11	0.00	100.00
scaffold230.922	scaffold230	922	F	9	0.00	100.00
scaffold230.1016	scaffold230	1016	F	5	0.00	100.00
scaffold230.1469	scaffold230	1469	F	6	0.00	100.00
scaffold230.1600	scaffold230	1600	F	14	0.00	100.00
scaffold230.1604	scaffold230	1604	F	15	0.00	100.00
scaffold230.2171	scaffold230	2171	F	7	0.00	100.00
scaffold230.2443	scaffold230	2443	F	4	0.00	100.00
scaffold230.2541	scaffold230	2541	F	4	25.00	75.00
scaffold230.2592	scaffold230	2592	F	7	0.00	100.00
scaffold230.2620	scaffold230	2620	F	3	0.00	100.00
scaffold230.2639	scaffold230	2639	F	3	0.00	100.00
scaffold230.2810	scaffold230	2810	F	3	0.00	100.00
scaffold230.3203	scaffold230	3203	F	4	0.00	100.00
scaffold230.3214	scaffold230	3214	F	3	0.00	100.00
scaffold230.3250	scaffold230	3250	F	3	0.00	100.00
scaffold230.3322	scaffold230	3322	F	3	0.00	100.00
scaffold230.3835	scaffold230	3835	F	3	0.00	100.00
scaffold230.4540	scaffold230	4540	F	3	0.00	100.00
scaffold230.4576	scaffold230	4576	F	4	0.00	100.00
scaffold230.4755	scaffold230	4755	F	5	40.00	60.00
scaffold230.4765	scaffold230	4765	F	6	0.00	100.00
scaffold230.4801	scaffold230	4801	F	3	66.67	33.33
scaffold230.4988	scaffold230	4988	F	5	0.00	100.00
scaffold230.5087	scaffold230	5087	F	4	0.00	100.00
scaffold230.5237	scaffold230	5237	F	4	0.00	100.00
scaffold230.5274	scaffold230	5274	F	3	0.00	100.00
scaffold230.5277	scaffold230	5277	F	10	0.00	100.00
scaffold230.5286	scaffold230	5286	F	4	0.00	100.00
scaffold230.5290	scaffold230	5290	F	4	0.00	100.00
scaffold230.5294	scaffold230	5294	F	4	0.00	100.00
scaffold230.5307	scaffold230	5307	F	3	0.00	100.00
scaffold230.5312	scaffold230	5312	F	35	0.00	100.00
scaffold230.5339	scaffold230	5339	F	4	0.00	100.00
scaffold230.5342	scaffold230	5342	F	25	0.00	100.00
scaffold230.5359	scaffold230	5359	F	4	0.00	100.00
scaffold231.98	scaffold231	98	F	10	0.00	100.00
scaffold231.225	scaffold231	225	F	4	25.00	75.00
scaffold231.235	scaffold231	235	F	4	0.00	100.00
scaffold231.296	scaffold231	296	F	9	0.00	100.00
scaffold231.331	scaffold231	331	F	4	0.00	100.00
scaffold231.372	scaffold231	372	F	5	20.00	80.00
scaffold231.497	scaffold231	497	F	25	0.00	100.00
scaffold231.599	scaffold231	599	F	6	50.00	50.00
scaffold231.761	scaffold231	761	F	7	14.29	85.71
scaffold231.1115	scaffold231	1115	F	10	0.00	100.00
scaffold231.1175	scaffold231	1175	F	3	0.00	100.00
scaffold231.1211	scaffold231	1211	F	4	0.00	100.00
scaffold231.1243	scaffold231	1243	F	5	0.00	100.00
scaffold231.1295	scaffold231	1295	F	4	0.00	100.00
scaffold231.1320	scaffold231	1320	F	18	0.00	100.00
scaffold231.1343	scaffold231	1343	F	5	20.00	80.00
scaffold231.1619	scaffold231	1619	F	4	0.00	100.00
scaffold231.1630	scaffold231	1630	F	3	0.00	100.00
scaffold231.1801	scaffold231	1801	F	3	0.00	100.00
scaffold231.1992	scaffold231	1992	F	7	0.00	100.00
scaffold231.2017	scaffold231	2017	F	7	0.00	100.00
scaffold231.2058	scaffold231	2058	F	3	0.00	100.00
scaffold231.2388	scaffold231	2388	F	5	0.00	100.00
scaffold231.2469	scaffold231	2469	F	4	0.00	100.00
scaffold231.2683	scaffold231	2683	F	5	0.00	100.00
scaffold231.3082	scaffold231	3082	F	3	0.00	100.00
scaffold231.3100	scaffold231	3100	F	4	0.00	100.00
scaffold231.3136	scaffold231	3136	F	3	0.00	100.00
scaffold231.3364	scaffold231	3364	F	3	0.00	100.00
scaffold231.3380	scaffold231	3380	F	5	0.00	100.00
scaffold231.3389	scaffold231	3389	F	4	25.00	75.00
scaffold231.3506	scaffold231	3506	F	8	0.00	100.00
scaffold231.3523	scaffold231	3523	F	4	0.00	100.00
scaffold231.3581	scaffold231	3581	F	3	0.00	100.00
scaffold231.3779	scaffold231	3779	F	3	0.00	100.00
scaffold231.3918	scaffold231	3918	F	4	0.00	100.00
scaffold231.3931	scaffold231	3931	F	4	0.00	100.00
scaffold231.3963	scaffold231	3963	F	5	0.00	100.00
scaffold231.4017	scaffold231	4017	F	3	0.00	100.00
scaffold231.4109	scaffold231	4109	F	4	0.00	100.00
scaffold231.4124	scaffold231	4124	F	6	0.00	100.00
scaffold231.4126	scaffold231	4126	F	3	0.00	100.00
scaffold231.4144	scaffold231	4144	F	5	0.00	100.00
scaffold231.4151	scaffold231	4151	F	6	0.00	100.00
scaffold231.4162	scaffold231	4162	F	3	33.33	66.67
scaffold231.4203	scaffold231	4203	F	6	16.67	83.33
scaffold231.4218	scaffold231	4218	F	8	0.00	100.00
scaffold231.4226	scaffold231	4226	F	7	0.00	100.00
scaffold231.4229	scaffold231	4229	F	5	0.00	100.00
scaffold231.4239	scaffold231	4239	F	3	0.00	100.00
scaffold231.4249	scaffold231	4249	F	4	0.00	100.00
scaffold231.4259	scaffold231	4259	F	4	0.00	100.00
scaffold231.4266	scaffold231	4266	F	3	0.00	100.00
scaffold231.4281	scaffold231	4281	F	4	0.00	100.00
scaffold231.4284	scaffold231	4284	F	7	0.00	100.00
scaffold231.4299	scaffold231	4299	F	7	0.00	100.00
scaffold231.4301	scaffold231	4301	F	6	0.00	100.00
scaffold231.4303	scaffold231	4303	F	5	0.00	100.00
scaffold231.4308	scaffold231	4308	F	5	0.00	100.00
scaffold231.4312	scaffold231	4312	F	6	0.00	100.00
scaffold231.4331	scaffold231	4331	F	3	0.00	100.00
scaffold231.4334	scaffold231	4334	F	4	0.00	100.00
scaffold231.4352	scaffold231	4352	F	6	0.00	100.00
scaffold231.4356	scaffold231	4356	F	4	0.00	100.00
scaffold231.4378	scaffold231	4378	F	14	0.00	100.00
scaffold231.4380	scaffold231	4380	F	6	0.00	100.00
scaffold231.4386	scaffold231	4386	F	7	0.00	100.00
scaffold231.4390	scaffold231	4390	F	15	0.00	100.00
scaffold231.4393	scaffold231	4393	F	8	0.00	100.00
scaffold231.4402	scaffold231	4402	F	5	0.00	100.00
scaffold231.4406	scaffold231	4406	F	5	20.00	80.00
scaffold231.4429	scaffold231	4429	F	3	0.00	100.00
scaffold231.4452	scaffold231	4452	F	5	0.00	100.00
scaffold231.4458	scaffold231	4458	F	4	0.00	100.00
scaffold231.4504	scaffold231	4504	F	4	0.00	100.00
scaffold231.4512	scaffold231	4512	F	4	0.00	100.00
scaffold231.4519	scaffold231	4519	F	4	0.00	100.00
scaffold231.4523	scaffold231	4523	F	3	0.00	100.00
scaffold231.4531	scaffold231	4531	F	4	0.00	100.00
scaffold231.4585	scaffold231	4585	F	7	0.00	100.00
scaffold231.4603	scaffold231	4603	F	8	0.00	100.00
scaffold231.4612	scaffold231	4612	F	7	0.00	100.00
scaffold231.4616	scaffold231	4616	F	8	12.50	87.50
scaffold231.4634	scaffold231	4634	F	4	0.00	100.00
scaffold231.4649	scaffold231	4649	F	3	0.00	100.00
scaffold231.4651	scaffold231	4651	F	5	20.00	80.00
scaffold231.4680	scaffold231	4680	F	3	0.00	100.00
scaffold231.4702	scaffold231	4702	F	5	20.00	80.00
scaffold231.4743	scaffold231	4743	F	6	0.00	100.00
scaffold231.4751	scaffold231	4751	F	8	25.00	75.00
scaffold231.4764	scaffold231	4764	F	11	0.00	100.00
scaffold231.4783	scaffold231	4783	F	9	0.00	100.00
scaffold231.4785	scaffold231	4785	F	9	0.00	100.00
scaffold231.4795	scaffold231	4795	F	7	0.00	100.00
scaffold231.4804	scaffold231	4804	F	8	0.00	100.00
scaffold231.4808	scaffold231	4808	F	7	0.00	100.00
scaffold231.4815	scaffold231	4815	F	5	0.00	100.00
scaffold231.5488	scaffold231	5488	F	4	0.00	100.00
scaffold231.6923	scaffold231	6923	F	3	0.00	100.00
scaffold231.7489	scaffold231	7489	F	3	0.00	100.00
scaffold231.8084	scaffold231	8084	F	4	0.00	100.00
scaffold231.8099	scaffold231	8099	F	5	0.00	100.00
scaffold231.8106	scaffold231	8106	F	4	0.00	100.00
scaffold231.8247	scaffold231	8247	F	5	0.00	100.00
scaffold231.8273	scaffold231	8273	F	5	0.00	100.00
scaffold231.8295	scaffold231	8295	F	3	0.00	100.00
scaffold231.8714	scaffold231	8714	F	10	0.00	100.00
scaffold232.10	scaffold232	10	F	4	0.00	100.00
scaffold232.60	scaffold232	60	F	20	0.00	100.00
scaffold232.77	scaffold232	77	F	13	0.00	100.00
scaffold232.119	scaffold232	119	F	11	0.00	100.00
scaffold232.161	scaffold232	161	F	5	20.00	80.00
scaffold232.169	scaffold232	169	F	7	0.00	100.00
scaffold232.194	scaffold232	194	F	6	0.00	100.00
scaffold232.196	scaffold232	196	F	6	16.67	83.33
scaffold232.199	scaffold232	199	F	7	0.00	100.00
scaffold232.211	scaffold232	211	F	9	0.00	100.00
scaffold232.232	scaffold232	232	F	4	0.00	100.00
scaffold232.323	scaffold232	323	F	3	0.00	100.00
scaffold232.331	scaffold232	331	F	6	0.00	100.00
scaffold232.336	scaffold232	336	F	6	0.00	100.00
scaffold232.353	scaffold232	353	F	9	0.00	100.00
scaffold232.357	scaffold232	357	F	7	0.00	100.00
scaffold232.366	scaffold232	366	F	4	50.00	50.00
scaffold232.434	scaffold232	434	F	3	0.00	100.00
scaffold232.442	scaffold232	442	F	10	0.00	100.00
scaffold232.453	scaffold232	453	F	8	0.00	100.00
scaffold232.456	scaffold232	456	F	9	0.00	100.00
scaffold232.495	scaffold232	495	F	169	0.00	100.00
scaffold232.513	scaffold232	513	F	34	5.88	94.12
scaffold232.531	scaffold232	531	F	6	0.00	100.00
scaffold232.557	scaffold232	557	F	6	0.00	100.00
scaffold232.627	scaffold232	627	F	8	0.00	100.00
scaffold232.718	scaffold232	718	F	4	0.00	100.00
scaffold232.723	scaffold232	723	F	6	0.00	100.00
scaffold232.811	scaffold232	811	F	4	0.00	100.00
scaffold232.829	scaffold232	829	F	3	0.00	100.00
scaffold232.852	scaffold232	852	F	3	0.00	100.00
scaffold232.881	scaffold232	881	F	4	0.00	100.00
scaffold232.923	scaffold232	923	F	7	0.00	100.00
scaffold232.948	scaffold232	948	F	6	0.00	100.00
scaffold232.958	scaffold232	958	F	4	0.00	100.00
scaffold232.986	scaffold232	986	F	3	0.00	100.00
scaffold232.1024	scaffold232	1024	F	3	0.00	100.00
scaffold232.1039	scaffold232	1039	F	4	0.00	100.00
scaffold232.1063	scaffold232	1063	F	3	0.00	100.00
scaffold232.1161	scaffold232	1161	F	4	0.00	100.00
scaffold232.1283	scaffold232	1283	F	6	16.67	83.33
scaffold232.1326	scaffold232	1326	F	5	0.00	100.00
scaffold232.1378	scaffold232	1378	F	6	0.00	100.00
scaffold232.1735	scaffold232	1735	F	4	0.00	100.00
scaffold232.1837	scaffold232	1837	F	3	0.00	100.00
scaffold232.1880	scaffold232	1880	F	9	0.00	100.00
scaffold232.1909	scaffold232	1909	F	7	0.00	100.00
scaffold232.2032	scaffold232	2032	F	3	0.00	100.00
scaffold232.2045	scaffold232	2045	F	5	0.00	100.00
scaffold232.2066	scaffold232	2066	F	5	0.00	100.00
scaffold232.2086	scaffold232	2086	F	7	0.00	100.00
scaffold232.3877	scaffold232	3877	F	3	0.00	100.00
scaffold232.3897	scaffold232	3897	F	4	0.00	100.00
scaffold232.4113	scaffold232	4113	F	3	0.00	100.00
scaffold233.103	scaffold233	103	F	9	0.00	100.00
scaffold233.258	scaffold233	258	F	11	0.00	100.00
scaffold233.436	scaffold233	436	F	10	80.00	20.00
scaffold233.440	scaffold233	440	F	10	80.00	20.00
scaffold233.637	scaffold233	637	F	5	0.00	100.00
scaffold233.643	scaffold233	643	F	6	0.00	100.00
scaffold233.706	scaffold233	706	F	5	0.00	100.00
scaffold233.1136	scaffold233	1136	F	3	66.67	33.33
scaffold233.1302	scaffold233	1302	F	10	0.00	100.00
scaffold233.1320	scaffold233	1320	F	7	0.00	100.00
scaffold233.1326	scaffold233	1326	F	7	0.00	100.00
scaffold233.1330	scaffold233	1330	F	5	20.00	80.00
scaffold233.1332	scaffold233	1332	F	4	0.00	100.00
scaffold233.1343	scaffold233	1343	F	4	0.00	100.00
scaffold233.1407	scaffold233	1407	F	9	11.11	88.89
scaffold233.1436	scaffold233	1436	F	3	0.00	100.00
scaffold233.1460	scaffold233	1460	F	3	0.00	100.00
scaffold233.1476	scaffold233	1476	F	5	0.00	100.00
scaffold233.1741	scaffold233	1741	F	4	25.00	75.00
scaffold233.1758	scaffold233	1758	F	3	0.00	100.00
scaffold233.1839	scaffold233	1839	F	6	0.00	100.00
scaffold233.1893	scaffold233	1893	F	6	0.00	100.00
scaffold233.1920	scaffold233	1920	F	6	16.67	83.33
scaffold233.1937	scaffold233	1937	F	3	0.00	100.00
scaffold233.1983	scaffold233	1983	F	4	0.00	100.00
scaffold233.2097	scaffold233	2097	F	7	0.00	100.00
scaffold233.2113	scaffold233	2113	F	5	0.00	100.00
scaffold233.2135	scaffold233	2135	F	4	0.00	100.00
scaffold233.2158	scaffold233	2158	F	3	0.00	100.00
scaffold233.2167	scaffold233	2167	F	4	0.00	100.00
scaffold233.2219	scaffold233	2219	F	7	0.00	100.00
scaffold233.2292	scaffold233	2292	F	6	0.00	100.00
scaffold233.2854	scaffold233	2854	F	6	0.00	100.00
scaffold233.2875	scaffold233	2875	F	7	0.00	100.00
scaffold233.2898	scaffold233	2898	F	6	16.67	83.33
scaffold233.3509	scaffold233	3509	F	4	0.00	100.00
scaffold233.3511	scaffold233	3511	F	4	0.00	100.00
scaffold233.5722	scaffold233	5722	F	3	33.33	66.67
scaffold233.5738	scaffold233	5738	F	3	33.33	66.67
scaffold233.5754	scaffold233	5754	F	3	33.33	66.67
scaffold233.6452	scaffold233	6452	F	3	0.00	100.00
scaffold233.6821	scaffold233	6821	F	3	0.00	100.00
scaffold233.6918	scaffold233	6918	F	3	0.00	100.00
scaffold233.7183	scaffold233	7183	F	3	0.00	100.00
scaffold233.7271	scaffold233	7271	F	4	0.00	100.00
scaffold233.7292	scaffold233	7292	F	5	0.00	100.00
scaffold234.454	scaffold234	454	F	8	0.00	100.00
scaffold234.471	scaffold234	471	F	5	0.00	100.00
scaffold234.492	scaffold234	492	F	5	0.00	100.00
scaffold234.918	scaffold234	918	F	4	0.00	100.00
scaffold234.933	scaffold234	933	F	3	0.00	100.00
scaffold234.942	scaffold234	942	F	3	33.33	66.67
scaffold234.953	scaffold234	953	F	4	25.00	75.00
scaffold234.958	scaffold234	958	F	5	0.00	100.00
