chr.Base	chr	base	strand	coverage	freqC	freqT
scaffold210.1814	scaffold210	1814	F	3	0.00	100.00
scaffold210.1821	scaffold210	1821	F	3	0.00	100.00
scaffold210.1916	scaffold210	1916	F	3	0.00	100.00
scaffold210.1919	scaffold210	1919	F	6	0.00	100.00
scaffold210.1954	scaffold210	1954	F	3	0.00	100.00
scaffold210.1970	scaffold210	1970	F	3	0.00	100.00
scaffold210.2044	scaffold210	2044	F	10	0.00	100.00
scaffold210.2067	scaffold210	2067	F	6	0.00	100.00
scaffold210.2837	scaffold210	2837	F	3	0.00	100.00
scaffold210.2839	scaffold210	2839	F	3	0.00	100.00
scaffold210.2848	scaffold210	2848	F	3	0.00	100.00
scaffold210.2975	scaffold210	2975	F	13	15.38	84.62
scaffold210.2989	scaffold210	2989	F	3	0.00	100.00
scaffold210.3144	scaffold210	3144	F	6	66.67	33.33
scaffold210.3252	scaffold210	3252	F	6	50.00	50.00
scaffold210.3435	scaffold210	3435	F	3	0.00	100.00
scaffold210.3445	scaffold210	3445	F	5	0.00	100.00
scaffold210.3476	scaffold210	3476	F	4	0.00	100.00
scaffold210.4246	scaffold210	4246	F	3	0.00	100.00
scaffold210.4935	scaffold210	4935	F	3	0.00	100.00
scaffold210.5230	scaffold210	5230	F	5	0.00	100.00
scaffold210.5264	scaffold210	5264	F	3	0.00	100.00
scaffold210.5377	scaffold210	5377	F	5	0.00	100.00
scaffold210.5389	scaffold210	5389	F	5	0.00	100.00
scaffold210.5393	scaffold210	5393	F	4	25.00	75.00
scaffold210.6642	scaffold210	6642	F	3	66.67	33.33
scaffold210.6776	scaffold210	6776	F	5	0.00	100.00
scaffold210.6788	scaffold210	6788	F	3	33.33	66.67
scaffold210.7594	scaffold210	7594	F	26	23.08	76.92
scaffold210.7602	scaffold210	7602	F	7	85.71	14.29
scaffold210.7617	scaffold210	7617	F	17	47.06	52.94
scaffold210.7635	scaffold210	7635	F	8	62.50	37.50
scaffold210.7658	scaffold210	7658	F	14	50.00	50.00
scaffold210.7720	scaffold210	7720	F	3	33.33	66.67
scaffold210.7750	scaffold210	7750	F	6	0.00	100.00
scaffold210.7872	scaffold210	7872	F	9	0.00	100.00
scaffold210.8249	scaffold210	8249	F	3	33.33	66.67
scaffold211.80	scaffold211	80	F	7	0.00	100.00
scaffold211.130	scaffold211	130	F	13	7.69	92.31
scaffold211.160	scaffold211	160	F	7	0.00	100.00
scaffold211.175	scaffold211	175	F	11	0.00	100.00
scaffold211.215	scaffold211	215	F	3	0.00	100.00
scaffold211.256	scaffold211	256	F	14	0.00	100.00
scaffold211.289	scaffold211	289	F	5	0.00	100.00
scaffold211.308	scaffold211	308	F	6	0.00	100.00
scaffold211.344	scaffold211	344	F	6	16.67	83.33
scaffold211.361	scaffold211	361	F	4	25.00	75.00
scaffold211.363	scaffold211	363	F	3	33.33	66.67
scaffold211.385	scaffold211	385	F	3	0.00	100.00
scaffold211.403	scaffold211	403	F	6	0.00	100.00
scaffold211.452	scaffold211	452	F	6	0.00	100.00
scaffold211.475	scaffold211	475	F	7	0.00	100.00
scaffold211.753	scaffold211	753	F	8	0.00	100.00
scaffold211.781	scaffold211	781	F	11	0.00	100.00
scaffold211.1099	scaffold211	1099	F	6	0.00	100.00
scaffold211.1117	scaffold211	1117	F	5	0.00	100.00
scaffold211.1185	scaffold211	1185	F	3	0.00	100.00
scaffold211.1285	scaffold211	1285	F	4	0.00	100.00
scaffold211.1374	scaffold211	1374	F	3	33.33	66.67
scaffold211.1456	scaffold211	1456	F	4	0.00	100.00
scaffold211.1469	scaffold211	1469	F	3	0.00	100.00
scaffold211.1733	scaffold211	1733	F	4	0.00	100.00
scaffold211.1743	scaffold211	1743	F	11	0.00	100.00
scaffold211.1814	scaffold211	1814	F	75	0.00	100.00
scaffold211.1939	scaffold211	1939	F	3	0.00	100.00
scaffold211.2369	scaffold211	2369	F	4	0.00	100.00
scaffold211.3114	scaffold211	3114	F	3	0.00	100.00
scaffold211.3962	scaffold211	3962	F	4	0.00	100.00
scaffold211.3980	scaffold211	3980	F	3	0.00	100.00
scaffold211.4033	scaffold211	4033	F	5	20.00	80.00
scaffold211.4236	scaffold211	4236	F	6	16.67	83.33
scaffold212.219	scaffold212	219	F	3	0.00	100.00
scaffold212.574	scaffold212	574	F	7	0.00	100.00
scaffold212.617	scaffold212	617	F	4	0.00	100.00
scaffold212.2060	scaffold212	2060	F	6	0.00	100.00
scaffold212.2578	scaffold212	2578	F	4	0.00	100.00
scaffold212.3576	scaffold212	3576	F	3	0.00	100.00
scaffold212.3916	scaffold212	3916	F	3	33.33	66.67
scaffold212.4039	scaffold212	4039	F	3	33.33	66.67
scaffold212.4212	scaffold212	4212	F	3	33.33	66.67
scaffold212.5456	scaffold212	5456	F	3	0.00	100.00
scaffold212.5695	scaffold212	5695	F	3	0.00	100.00
scaffold212.5816	scaffold212	5816	F	4	0.00	100.00
scaffold212.8338	scaffold212	8338	F	3	100.00	0.00
scaffold212.8352	scaffold212	8352	F	3	66.67	33.33
scaffold212.8367	scaffold212	8367	F	4	100.00	0.00
scaffold212.8371	scaffold212	8371	F	3	66.67	33.33
scaffold212.8382	scaffold212	8382	F	3	100.00	0.00
scaffold212.8385	scaffold212	8385	F	3	100.00	0.00
scaffold213.37	scaffold213	37	F	5	0.00	100.00
scaffold213.88	scaffold213	88	F	10	0.00	100.00
scaffold213.173	scaffold213	173	F	7	0.00	100.00
scaffold213.275	scaffold213	275	F	38	0.00	100.00
scaffold213.300	scaffold213	300	F	6	0.00	100.00
scaffold213.356	scaffold213	356	F	7	0.00	100.00
scaffold213.366	scaffold213	366	F	6	0.00	100.00
scaffold213.391	scaffold213	391	F	15	6.67	93.33
scaffold213.396	scaffold213	396	F	10	0.00	100.00
scaffold213.400	scaffold213	400	F	13	0.00	100.00
scaffold213.592	scaffold213	592	F	3	0.00	100.00
scaffold213.746	scaffold213	746	F	9	0.00	100.00
scaffold213.799	scaffold213	799	F	6	0.00	100.00
scaffold213.833	scaffold213	833	F	9	11.11	88.89
scaffold213.847	scaffold213	847	F	3	33.33	66.67
scaffold213.877	scaffold213	877	F	3	0.00	100.00
scaffold213.893	scaffold213	893	F	6	0.00	100.00
scaffold213.898	scaffold213	898	F	7	0.00	100.00
scaffold213.902	scaffold213	902	F	3	0.00	100.00
scaffold213.922	scaffold213	922	F	3	0.00	100.00
scaffold213.928	scaffold213	928	F	4	25.00	75.00
scaffold213.931	scaffold213	931	F	4	25.00	75.00
scaffold214.297	scaffold214	297	F	5	0.00	100.00
scaffold214.328	scaffold214	328	F	5	0.00	100.00
scaffold214.368	scaffold214	368	F	4	0.00	100.00
scaffold214.404	scaffold214	404	F	4	0.00	100.00
scaffold214.697	scaffold214	697	F	5	0.00	100.00
scaffold214.758	scaffold214	758	F	3	0.00	100.00
scaffold214.791	scaffold214	791	F	19	0.00	100.00
scaffold214.841	scaffold214	841	F	6	0.00	100.00
scaffold214.857	scaffold214	857	F	4	0.00	100.00
scaffold214.912	scaffold214	912	F	4	0.00	100.00
scaffold214.950	scaffold214	950	F	8	0.00	100.00
scaffold214.959	scaffold214	959	F	7	0.00	100.00
scaffold214.991	scaffold214	991	F	3	0.00	100.00
scaffold214.994	scaffold214	994	F	5	0.00	100.00
scaffold214.1003	scaffold214	1003	F	6	0.00	100.00
scaffold214.1008	scaffold214	1008	F	5	0.00	100.00
scaffold214.1015	scaffold214	1015	F	10	0.00	100.00
scaffold214.1093	scaffold214	1093	F	4	0.00	100.00
scaffold214.1109	scaffold214	1109	F	4	0.00	100.00
scaffold214.1141	scaffold214	1141	F	6	0.00	100.00
scaffold214.1162	scaffold214	1162	F	5	20.00	80.00
scaffold214.1272	scaffold214	1272	F	8	0.00	100.00
scaffold214.1279	scaffold214	1279	F	3	33.33	66.67
scaffold214.1738	scaffold214	1738	F	5	0.00	100.00
scaffold214.1781	scaffold214	1781	F	4	0.00	100.00
scaffold214.1866	scaffold214	1866	F	3	0.00	100.00
scaffold214.1928	scaffold214	1928	F	4	0.00	100.00
scaffold214.1951	scaffold214	1951	F	3	0.00	100.00
scaffold214.2054	scaffold214	2054	F	3	33.33	66.67
scaffold214.2063	scaffold214	2063	F	3	0.00	100.00
scaffold214.2144	scaffold214	2144	F	16	0.00	100.00
scaffold214.2188	scaffold214	2188	F	4	0.00	100.00
scaffold214.2334	scaffold214	2334	F	4	25.00	75.00
scaffold214.2344	scaffold214	2344	F	8	0.00	100.00
scaffold214.2374	scaffold214	2374	F	7	0.00	100.00
scaffold214.2378	scaffold214	2378	F	6	0.00	100.00
scaffold214.2382	scaffold214	2382	F	6	0.00	100.00
scaffold214.2503	scaffold214	2503	F	4	0.00	100.00
scaffold214.2512	scaffold214	2512	F	6	0.00	100.00
scaffold214.2523	scaffold214	2523	F	3	0.00	100.00
scaffold214.2701	scaffold214	2701	F	4	0.00	100.00
scaffold214.2706	scaffold214	2706	F	4	0.00	100.00
scaffold214.2807	scaffold214	2807	F	5	0.00	100.00
scaffold214.2857	scaffold214	2857	F	3	0.00	100.00
scaffold214.2945	scaffold214	2945	F	6	0.00	100.00
scaffold214.4975	scaffold214	4975	F	4	0.00	100.00
scaffold214.5255	scaffold214	5255	F	4	0.00	100.00
scaffold215.5	scaffold215	5	F	6	0.00	100.00
scaffold215.62	scaffold215	62	F	13	15.38	84.62
scaffold215.76	scaffold215	76	F	25	0.00	100.00
scaffold215.392	scaffold215	392	F	12	0.00	100.00
scaffold215.402	scaffold215	402	F	8	0.00	100.00
scaffold215.441	scaffold215	441	F	5	0.00	100.00
scaffold215.445	scaffold215	445	F	3	0.00	100.00
scaffold215.537	scaffold215	537	F	3	33.33	66.67
scaffold215.815	scaffold215	815	F	7	0.00	100.00
scaffold215.989	scaffold215	989	F	3	0.00	100.00
scaffold215.1067	scaffold215	1067	F	5	0.00	100.00
scaffold215.1094	scaffold215	1094	F	6	0.00	100.00
scaffold215.1209	scaffold215	1209	F	3	0.00	100.00
scaffold215.1234	scaffold215	1234	F	4	0.00	100.00
scaffold215.1237	scaffold215	1237	F	3	0.00	100.00
scaffold215.1457	scaffold215	1457	F	4	0.00	100.00
scaffold215.1909	scaffold215	1909	F	7	0.00	100.00
scaffold215.2104	scaffold215	2104	F	6	0.00	100.00
scaffold215.2107	scaffold215	2107	F	7	0.00	100.00
scaffold215.2131	scaffold215	2131	F	3	0.00	100.00
scaffold215.2166	scaffold215	2166	F	4	0.00	100.00
scaffold215.2194	scaffold215	2194	F	4	0.00	100.00
scaffold215.2197	scaffold215	2197	F	3	0.00	100.00
scaffold215.2207	scaffold215	2207	F	7	0.00	100.00
scaffold215.2211	scaffold215	2211	F	3	0.00	100.00
scaffold215.3974	scaffold215	3974	F	3	33.33	66.67
scaffold216.118	scaffold216	118	F	5	40.00	60.00
scaffold216.153	scaffold216	153	F	8	37.50	62.50
scaffold216.234	scaffold216	234	F	4	0.00	100.00
scaffold216.379	scaffold216	379	F	5	0.00	100.00
scaffold216.397	scaffold216	397	F	7	0.00	100.00
scaffold216.422	scaffold216	422	F	8	25.00	75.00
scaffold216.430	scaffold216	430	F	21	42.86	57.14
scaffold216.435	scaffold216	435	F	9	0.00	100.00
scaffold216.568	scaffold216	568	F	4	25.00	75.00
scaffold216.577	scaffold216	577	F	7	14.29	85.71
scaffold216.601	scaffold216	601	F	6	16.67	83.33
scaffold216.647	scaffold216	647	F	5	40.00	60.00
scaffold216.678	scaffold216	678	F	4	25.00	75.00
scaffold216.764	scaffold216	764	F	3	0.00	100.00
scaffold216.1050	scaffold216	1050	F	4	0.00	100.00
scaffold216.1220	scaffold216	1220	F	6	0.00	100.00
scaffold216.1881	scaffold216	1881	F	6	16.67	83.33
scaffold216.1913	scaffold216	1913	F	5	20.00	80.00
scaffold216.1987	scaffold216	1987	F	5	0.00	100.00
scaffold216.1997	scaffold216	1997	F	6	0.00	100.00
scaffold216.2128	scaffold216	2128	F	3	66.67	33.33
scaffold216.2398	scaffold216	2398	F	4	0.00	100.00
scaffold216.2543	scaffold216	2543	F	3	0.00	100.00
scaffold216.2612	scaffold216	2612	F	4	25.00	75.00
scaffold216.2747	scaffold216	2747	F	3	0.00	100.00
scaffold217.65	scaffold217	65	F	9	0.00	100.00
scaffold217.180	scaffold217	180	F	3	33.33	66.67
scaffold217.205	scaffold217	205	F	4	0.00	100.00
scaffold217.314	scaffold217	314	F	4	0.00	100.00
scaffold217.319	scaffold217	319	F	9	11.11	88.89
scaffold217.332	scaffold217	332	F	7	14.29	85.71
scaffold217.337	scaffold217	337	F	12	8.33	91.67
scaffold217.339	scaffold217	339	F	7	14.29	85.71
scaffold217.349	scaffold217	349	F	4	25.00	75.00
scaffold217.369	scaffold217	369	F	3	0.00	100.00
scaffold217.570	scaffold217	570	F	3	0.00	100.00
scaffold217.631	scaffold217	631	F	3	0.00	100.00
scaffold217.713	scaffold217	713	F	5	0.00	100.00
scaffold217.1029	scaffold217	1029	F	9	33.33	66.67
scaffold217.1041	scaffold217	1041	F	6	50.00	50.00
scaffold217.1049	scaffold217	1049	F	5	40.00	60.00
scaffold217.1056	scaffold217	1056	F	4	75.00	25.00
scaffold217.1062	scaffold217	1062	F	8	50.00	50.00
scaffold217.1098	scaffold217	1098	F	7	28.57	71.43
scaffold217.1108	scaffold217	1108	F	9	11.11	88.89
scaffold217.1987	scaffold217	1987	F	9	44.44	55.56
scaffold217.2300	scaffold217	2300	F	3	33.33	66.67
scaffold217.2345	scaffold217	2345	F	3	0.00	100.00
scaffold217.2516	scaffold217	2516	F	5	0.00	100.00
scaffold217.3003	scaffold217	3003	F	13	61.54	38.46
scaffold217.3010	scaffold217	3010	F	10	80.00	20.00
scaffold217.3047	scaffold217	3047	F	4	75.00	25.00
scaffold217.3371	scaffold217	3371	F	12	8.33	91.67
scaffold217.3892	scaffold217	3892	F	6	16.67	83.33
scaffold217.5062	scaffold217	5062	F	3	0.00	100.00
scaffold217.5224	scaffold217	5224	F	14	0.00	100.00
scaffold217.5252	scaffold217	5252	F	8	12.50	87.50
scaffold217.5529	scaffold217	5529	F	12	8.33	91.67
scaffold217.5557	scaffold217	5557	F	4	25.00	75.00
scaffold217.5577	scaffold217	5577	F	3	33.33	66.67
scaffold217.5722	scaffold217	5722	F	3	33.33	66.67
scaffold217.6321	scaffold217	6321	F	7	0.00	100.00
scaffold217.6461	scaffold217	6461	F	3	66.67	33.33
scaffold217.8171	scaffold217	8171	F	4	75.00	25.00
scaffold218.25	scaffold218	25	F	3	0.00	100.00
scaffold218.34	scaffold218	34	F	7	0.00	100.00
scaffold218.56	scaffold218	56	F	14	0.00	100.00
scaffold218.245	scaffold218	245	F	9	0.00	100.00
scaffold218.310	scaffold218	310	F	8	0.00	100.00
scaffold218.314	scaffold218	314	F	4	0.00	100.00
scaffold218.336	scaffold218	336	F	3	0.00	100.00
scaffold218.531	scaffold218	531	F	5	0.00	100.00
scaffold218.587	scaffold218	587	F	4	0.00	100.00
scaffold218.704	scaffold218	704	F	3	0.00	100.00
scaffold218.880	scaffold218	880	F	5	0.00	100.00
scaffold218.948	scaffold218	948	F	8	0.00	100.00
scaffold218.1002	scaffold218	1002	F	6	0.00	100.00
scaffold218.1029	scaffold218	1029	F	7	0.00	100.00
scaffold218.1051	scaffold218	1051	F	3	0.00	100.00
scaffold218.1058	scaffold218	1058	F	5	0.00	100.00
scaffold218.1075	scaffold218	1075	F	4	0.00	100.00
scaffold218.1092	scaffold218	1092	F	3	0.00	100.00
scaffold218.1256	scaffold218	1256	F	4	0.00	100.00
scaffold218.1308	scaffold218	1308	F	11	18.18	81.82
scaffold218.1620	scaffold218	1620	F	7	0.00	100.00
scaffold218.1625	scaffold218	1625	F	6	0.00	100.00
scaffold218.1942	scaffold218	1942	F	3	0.00	100.00
scaffold218.2222	scaffold218	2222	F	5	0.00	100.00
scaffold218.2244	scaffold218	2244	F	3	0.00	100.00
scaffold218.2529	scaffold218	2529	F	3	0.00	100.00
scaffold218.3724	scaffold218	3724	F	5	0.00	100.00
scaffold218.3789	scaffold218	3789	F	3	0.00	100.00
scaffold218.3798	scaffold218	3798	F	4	0.00	100.00
scaffold218.3905	scaffold218	3905	F	25	0.00	100.00
scaffold218.3935	scaffold218	3935	F	27	37.04	62.96
scaffold218.4127	scaffold218	4127	F	3	33.33	66.67
scaffold218.4295	scaffold218	4295	F	3	0.00	100.00
scaffold218.4303	scaffold218	4303	F	3	0.00	100.00
scaffold218.4673	scaffold218	4673	F	3	0.00	100.00
scaffold218.4967	scaffold218	4967	F	3	0.00	100.00
scaffold218.5263	scaffold218	5263	F	4	0.00	100.00
scaffold218.5369	scaffold218	5369	F	7	0.00	100.00
scaffold218.5374	scaffold218	5374	F	7	0.00	100.00
scaffold218.5498	scaffold218	5498	F	3	0.00	100.00
scaffold218.9114	scaffold218	9114	F	5	0.00	100.00
scaffold218.9773	scaffold218	9773	F	7	0.00	100.00
scaffold218.10298	scaffold218	10298	F	3	0.00	100.00
scaffold218.10315	scaffold218	10315	F	3	0.00	100.00
scaffold218.10472	scaffold218	10472	F	10	0.00	100.00
scaffold218.10507	scaffold218	10507	F	39	0.00	100.00
scaffold218.10542	scaffold218	10542	F	10	0.00	100.00
scaffold218.10545	scaffold218	10545	F	5	0.00	100.00
scaffold218.11020	scaffold218	11020	F	3	0.00	100.00
scaffold218.12899	scaffold218	12899	F	5	0.00	100.00
scaffold218.12913	scaffold218	12913	F	5	0.00	100.00
scaffold218.12956	scaffold218	12956	F	4	0.00	100.00
scaffold218.12977	scaffold218	12977	F	3	0.00	100.00
scaffold218.13022	scaffold218	13022	F	6	0.00	100.00
scaffold218.13052	scaffold218	13052	F	5	0.00	100.00
scaffold218.13116	scaffold218	13116	F	4	0.00	100.00
scaffold218.13244	scaffold218	13244	F	4	0.00	100.00
scaffold218.13248	scaffold218	13248	F	4	0.00	100.00
scaffold218.13281	scaffold218	13281	F	4	0.00	100.00
scaffold218.13286	scaffold218	13286	F	8	0.00	100.00
scaffold218.17090	scaffold218	17090	F	4	50.00	50.00
scaffold218.17100	scaffold218	17100	F	3	33.33	66.67
scaffold218.19352	scaffold218	19352	F	4	0.00	100.00
scaffold218.20136	scaffold218	20136	F	3	33.33	66.67
scaffold218.20146	scaffold218	20146	F	3	0.00	100.00
scaffold218.20149	scaffold218	20149	F	4	0.00	100.00
scaffold218.20163	scaffold218	20163	F	3	0.00	100.00
scaffold218.21845	scaffold218	21845	F	3	0.00	100.00
scaffold218.21861	scaffold218	21861	F	3	0.00	100.00
scaffold218.22970	scaffold218	22970	F	3	0.00	100.00
scaffold218.23240	scaffold218	23240	F	3	0.00	100.00
scaffold218.23451	scaffold218	23451	F	5	0.00	100.00
scaffold218.23622	scaffold218	23622	F	3	0.00	100.00
scaffold218.23655	scaffold218	23655	F	3	0.00	100.00
scaffold218.23657	scaffold218	23657	F	3	0.00	100.00
scaffold218.23717	scaffold218	23717	F	3	0.00	100.00
scaffold218.25707	scaffold218	25707	F	4	0.00	100.00
scaffold218.26212	scaffold218	26212	F	5	0.00	100.00
scaffold219.35	scaffold219	35	F	7	0.00	100.00
scaffold219.38	scaffold219	38	F	10	0.00	100.00
scaffold219.71	scaffold219	71	F	5	0.00	100.00
scaffold219.1106	scaffold219	1106	F	27	25.93	74.07
scaffold219.1115	scaffold219	1115	F	29	24.14	75.86
scaffold219.1480	scaffold219	1480	F	10	30.00	70.00
scaffold219.1499	scaffold219	1499	F	9	22.22	77.78
scaffold219.1508	scaffold219	1508	F	9	44.44	55.56
scaffold219.1518	scaffold219	1518	F	10	40.00	60.00
scaffold219.1564	scaffold219	1564	F	5	0.00	100.00
scaffold219.1826	scaffold219	1826	F	4	0.00	100.00
scaffold22.16	scaffold22	16	F	9	22.22	77.78
scaffold22.33	scaffold22	33	F	13	0.00	100.00
scaffold22.166	scaffold22	166	F	5	0.00	100.00
scaffold22.175	scaffold22	175	F	9	0.00	100.00
scaffold22.186	scaffold22	186	F	13	0.00	100.00
scaffold22.263	scaffold22	263	F	18	0.00	100.00
scaffold22.320	scaffold22	320	F	4	0.00	100.00
scaffold22.530	scaffold22	530	F	8	0.00	100.00
scaffold22.718	scaffold22	718	F	12	8.33	91.67
scaffold22.733	scaffold22	733	F	4	0.00	100.00
scaffold22.760	scaffold22	760	F	7	0.00	100.00
scaffold22.763	scaffold22	763	F	8	0.00	100.00
scaffold22.801	scaffold22	801	F	3	0.00	100.00
scaffold22.820	scaffold22	820	F	3	0.00	100.00
scaffold22.858	scaffold22	858	F	3	0.00	100.00
scaffold22.969	scaffold22	969	F	9	0.00	100.00
scaffold22.1002	scaffold22	1002	F	5	0.00	100.00
scaffold22.1215	scaffold22	1215	F	8	0.00	100.00
scaffold22.1259	scaffold22	1259	F	4	0.00	100.00
scaffold22.1288	scaffold22	1288	F	5	0.00	100.00
scaffold22.1305	scaffold22	1305	F	4	0.00	100.00
scaffold22.1414	scaffold22	1414	F	3	0.00	100.00
scaffold22.1462	scaffold22	1462	F	4	0.00	100.00
scaffold22.1534	scaffold22	1534	F	4	0.00	100.00
scaffold22.1620	scaffold22	1620	F	4	0.00	100.00
scaffold22.1714	scaffold22	1714	F	4	0.00	100.00
scaffold22.1767	scaffold22	1767	F	3	0.00	100.00
scaffold22.1777	scaffold22	1777	F	4	0.00	100.00
scaffold22.2003	scaffold22	2003	F	4	0.00	100.00
scaffold22.2274	scaffold22	2274	F	3	0.00	100.00
scaffold22.2859	scaffold22	2859	F	4	25.00	75.00
scaffold22.3048	scaffold22	3048	F	5	0.00	100.00
scaffold22.3262	scaffold22	3262	F	3	0.00	100.00
scaffold22.3304	scaffold22	3304	F	3	0.00	100.00
scaffold22.4455	scaffold22	4455	F	4	0.00	100.00
scaffold22.4507	scaffold22	4507	F	3	0.00	100.00
scaffold22.4577	scaffold22	4577	F	3	0.00	100.00
scaffold22.4933	scaffold22	4933	F	5	20.00	80.00
scaffold22.4988	scaffold22	4988	F	3	0.00	100.00
scaffold22.5086	scaffold22	5086	F	3	0.00	100.00
scaffold22.5183	scaffold22	5183	F	4	0.00	100.00
scaffold22.5226	scaffold22	5226	F	5	0.00	100.00
scaffold22.5344	scaffold22	5344	F	5	0.00	100.00
scaffold22.5349	scaffold22	5349	F	3	0.00	100.00
scaffold22.5404	scaffold22	5404	F	3	33.33	66.67
scaffold22.5410	scaffold22	5410	F	4	0.00	100.00
scaffold22.5438	scaffold22	5438	F	6	0.00	100.00
scaffold22.5450	scaffold22	5450	F	5	0.00	100.00
scaffold22.5478	scaffold22	5478	F	8	0.00	100.00
scaffold22.5533	scaffold22	5533	F	5	0.00	100.00
scaffold22.5686	scaffold22	5686	F	10	0.00	100.00
scaffold22.5773	scaffold22	5773	F	3	0.00	100.00
scaffold22.5807	scaffold22	5807	F	3	0.00	100.00
scaffold22.5812	scaffold22	5812	F	3	0.00	100.00
scaffold22.5872	scaffold22	5872	F	3	0.00	100.00
scaffold22.5884	scaffold22	5884	F	3	0.00	100.00
scaffold22.5902	scaffold22	5902	F	3	0.00	100.00
scaffold22.5962	scaffold22	5962	F	7	0.00	100.00
scaffold22.6055	scaffold22	6055	F	9	44.44	55.56
scaffold22.8124	scaffold22	8124	F	5	0.00	100.00
scaffold22.8728	scaffold22	8728	F	3	66.67	33.33
scaffold22.9636	scaffold22	9636	F	3	0.00	100.00
scaffold22.10282	scaffold22	10282	F	3	0.00	100.00
scaffold22.12134	scaffold22	12134	F	6	0.00	100.00
scaffold22.12153	scaffold22	12153	F	5	0.00	100.00
scaffold22.13315	scaffold22	13315	F	3	0.00	100.00
scaffold22.13320	scaffold22	13320	F	3	0.00	100.00
scaffold22.13490	scaffold22	13490	F	4	0.00	100.00
scaffold22.14545	scaffold22	14545	F	3	33.33	66.67
scaffold22.14592	scaffold22	14592	F	5	0.00	100.00
scaffold22.14608	scaffold22	14608	F	4	0.00	100.00
scaffold22.14634	scaffold22	14634	F	18	0.00	100.00
scaffold22.14640	scaffold22	14640	F	7	0.00	100.00
scaffold22.14645	scaffold22	14645	F	19	0.00	100.00
scaffold22.14668	scaffold22	14668	F	11	36.36	63.64
scaffold220.49	scaffold220	49	F	16	0.00	100.00
scaffold220.60	scaffold220	60	F	6	0.00	100.00
scaffold220.70	scaffold220	70	F	11	0.00	100.00
scaffold220.738	scaffold220	738	F	6	0.00	100.00
scaffold220.764	scaffold220	764	F	11	0.00	100.00
scaffold220.788	scaffold220	788	F	8	12.50	87.50
scaffold220.799	scaffold220	799	F	4	0.00	100.00
scaffold220.928	scaffold220	928	F	5	0.00	100.00
scaffold220.968	scaffold220	968	F	6	0.00	100.00
scaffold220.1021	scaffold220	1021	F	3	0.00	100.00
scaffold220.1072	scaffold220	1072	F	3	0.00	100.00
scaffold220.1084	scaffold220	1084	F	4	25.00	75.00
scaffold220.1086	scaffold220	1086	F	4	0.00	100.00
scaffold220.1093	scaffold220	1093	F	3	0.00	100.00
scaffold220.1358	scaffold220	1358	F	3	0.00	100.00
scaffold220.2003	scaffold220	2003	F	6	0.00	100.00
scaffold220.4005	scaffold220	4005	F	3	0.00	100.00
scaffold220.4031	scaffold220	4031	F	3	0.00	100.00
scaffold220.4205	scaffold220	4205	F	4	0.00	100.00
scaffold220.4276	scaffold220	4276	F	6	0.00	100.00
scaffold220.4321	scaffold220	4321	F	3	0.00	100.00
scaffold220.4328	scaffold220	4328	F	3	0.00	100.00
scaffold220.4378	scaffold220	4378	F	3	0.00	100.00
scaffold220.4390	scaffold220	4390	F	6	0.00	100.00
scaffold220.4611	scaffold220	4611	F	4	0.00	100.00
scaffold220.4638	scaffold220	4638	F	5	0.00	100.00
scaffold220.4651	scaffold220	4651	F	5	0.00	100.00
scaffold220.4838	scaffold220	4838	F	3	0.00	100.00
scaffold220.4956	scaffold220	4956	F	3	0.00	100.00
scaffold220.4967	scaffold220	4967	F	3	0.00	100.00
scaffold220.5041	scaffold220	5041	F	3	0.00	100.00
scaffold220.5234	scaffold220	5234	F	3	33.33	66.67
scaffold220.5575	scaffold220	5575	F	4	0.00	100.00
scaffold220.5607	scaffold220	5607	F	4	0.00	100.00
scaffold220.5631	scaffold220	5631	F	4	25.00	75.00
scaffold220.5738	scaffold220	5738	F	3	0.00	100.00
scaffold220.5970	scaffold220	5970	F	3	0.00	100.00
scaffold220.6043	scaffold220	6043	F	4	0.00	100.00
scaffold220.6066	scaffold220	6066	F	4	0.00	100.00
scaffold220.6137	scaffold220	6137	F	4	0.00	100.00
scaffold220.6156	scaffold220	6156	F	3	0.00	100.00
scaffold220.6189	scaffold220	6189	F	3	0.00	100.00
scaffold220.6373	scaffold220	6373	F	3	0.00	100.00
scaffold220.6632	scaffold220	6632	F	5	0.00	100.00
scaffold220.7500	scaffold220	7500	F	6	0.00	100.00
scaffold221.157	scaffold221	157	F	10	0.00	100.00
scaffold221.524	scaffold221	524	F	3	0.00	100.00
scaffold221.535	scaffold221	535	F	3	0.00	100.00
scaffold221.590	scaffold221	590	F	3	33.33	66.67
scaffold221.597	scaffold221	597	F	10	0.00	100.00
scaffold221.625	scaffold221	625	F	7	0.00	100.00
scaffold221.629	scaffold221	629	F	4	0.00	100.00
scaffold221.674	scaffold221	674	F	6	0.00	100.00
scaffold221.680	scaffold221	680	F	7	0.00	100.00
scaffold221.708	scaffold221	708	F	7	0.00	100.00
scaffold221.712	scaffold221	712	F	12	0.00	100.00
scaffold221.763	scaffold221	763	F	7	0.00	100.00
scaffold221.785	scaffold221	785	F	3	0.00	100.00
scaffold221.1144	scaffold221	1144	F	4	0.00	100.00
scaffold221.1268	scaffold221	1268	F	6	0.00	100.00
scaffold221.1516	scaffold221	1516	F	5	0.00	100.00
scaffold221.1530	scaffold221	1530	F	6	16.67	83.33
scaffold221.1555	scaffold221	1555	F	7	0.00	100.00
