chr.Base	chr	base	strand	coverage	freqC	freqT
scaffold367.1433	scaffold367	1433	F	14	0.00	100.00
scaffold367.1441	scaffold367	1441	F	4	0.00	100.00
scaffold367.1459	scaffold367	1459	F	27	0.00	100.00
scaffold367.1518	scaffold367	1518	F	68	0.00	100.00
scaffold367.1523	scaffold367	1523	F	7	0.00	100.00
scaffold367.1554	scaffold367	1554	F	11	9.09	90.91
scaffold367.1574	scaffold367	1574	F	37	0.00	100.00
scaffold367.1691	scaffold367	1691	F	6	0.00	100.00
scaffold367.1699	scaffold367	1699	F	6	0.00	100.00
scaffold367.1741	scaffold367	1741	F	3	0.00	100.00
scaffold367.1756	scaffold367	1756	F	19	0.00	100.00
scaffold367.1763	scaffold367	1763	F	6	0.00	100.00
scaffold367.1816	scaffold367	1816	F	6	0.00	100.00
scaffold367.1835	scaffold367	1835	F	7	0.00	100.00
scaffold367.1854	scaffold367	1854	F	6	0.00	100.00
scaffold367.1865	scaffold367	1865	F	5	0.00	100.00
scaffold367.1886	scaffold367	1886	F	6	0.00	100.00
scaffold367.1892	scaffold367	1892	F	4	0.00	100.00
scaffold367.1909	scaffold367	1909	F	3	0.00	100.00
scaffold368.137	scaffold368	137	F	15	26.67	73.33
scaffold368.228	scaffold368	228	F	5	20.00	80.00
scaffold368.605	scaffold368	605	F	7	0.00	100.00
scaffold368.627	scaffold368	627	F	8	0.00	100.00
scaffold368.693	scaffold368	693	F	6	0.00	100.00
scaffold368.709	scaffold368	709	F	6	16.67	83.33
scaffold368.740	scaffold368	740	F	6	0.00	100.00
scaffold368.772	scaffold368	772	F	4	0.00	100.00
scaffold368.798	scaffold368	798	F	4	0.00	100.00
scaffold368.981	scaffold368	981	F	3	0.00	100.00
scaffold368.1088	scaffold368	1088	F	7	0.00	100.00
scaffold368.1099	scaffold368	1099	F	11	0.00	100.00
scaffold368.1125	scaffold368	1125	F	4	0.00	100.00
scaffold369.34	scaffold369	34	F	5	0.00	100.00
scaffold369.172	scaffold369	172	F	7	0.00	100.00
scaffold369.306	scaffold369	306	F	8	0.00	100.00
scaffold369.318	scaffold369	318	F	5	40.00	60.00
scaffold369.322	scaffold369	322	F	10	20.00	80.00
scaffold369.327	scaffold369	327	F	7	0.00	100.00
scaffold369.337	scaffold369	337	F	11	9.09	90.91
scaffold369.353	scaffold369	353	F	4	0.00	100.00
scaffold369.427	scaffold369	427	F	3	0.00	100.00
scaffold369.440	scaffold369	440	F	5	0.00	100.00
scaffold369.464	scaffold369	464	F	6	0.00	100.00
scaffold369.479	scaffold369	479	F	12	0.00	100.00
scaffold369.489	scaffold369	489	F	11	0.00	100.00
scaffold369.512	scaffold369	512	F	5	0.00	100.00
scaffold369.544	scaffold369	544	F	3	0.00	100.00
scaffold369.547	scaffold369	547	F	4	0.00	100.00
scaffold369.552	scaffold369	552	F	7	0.00	100.00
scaffold369.619	scaffold369	619	F	9	0.00	100.00
scaffold369.747	scaffold369	747	F	4	0.00	100.00
scaffold369.767	scaffold369	767	F	3	0.00	100.00
scaffold369.1122	scaffold369	1122	F	6	0.00	100.00
scaffold369.1130	scaffold369	1130	F	4	0.00	100.00
scaffold369.1137	scaffold369	1137	F	6	0.00	100.00
scaffold369.1170	scaffold369	1170	F	3	0.00	100.00
scaffold369.1417	scaffold369	1417	F	4	0.00	100.00
scaffold369.1952	scaffold369	1952	F	3	0.00	100.00
scaffold369.1956	scaffold369	1956	F	3	0.00	100.00
scaffold369.1961	scaffold369	1961	F	5	0.00	100.00
scaffold369.1977	scaffold369	1977	F	6	0.00	100.00
scaffold369.2000	scaffold369	2000	F	6	0.00	100.00
scaffold369.2273	scaffold369	2273	F	3	0.00	100.00
scaffold369.2323	scaffold369	2323	F	5	0.00	100.00
scaffold369.2455	scaffold369	2455	F	5	0.00	100.00
scaffold369.2462	scaffold369	2462	F	4	0.00	100.00
scaffold369.3059	scaffold369	3059	F	5	0.00	100.00
scaffold369.3085	scaffold369	3085	F	4	0.00	100.00
scaffold369.3088	scaffold369	3088	F	4	0.00	100.00
scaffold369.3094	scaffold369	3094	F	4	0.00	100.00
scaffold369.3108	scaffold369	3108	F	4	0.00	100.00
scaffold369.3276	scaffold369	3276	F	3	0.00	100.00
scaffold37.149	scaffold37	149	F	4	0.00	100.00
scaffold37.320	scaffold37	320	F	11	18.18	81.82
scaffold37.1147	scaffold37	1147	F	3	33.33	66.67
scaffold37.1387	scaffold37	1387	F	4	0.00	100.00
scaffold37.1402	scaffold37	1402	F	3	0.00	100.00
scaffold37.1607	scaffold37	1607	F	5	0.00	100.00
scaffold37.1614	scaffold37	1614	F	5	0.00	100.00
scaffold370.20	scaffold370	20	F	4	0.00	100.00
scaffold370.36	scaffold370	36	F	8	0.00	100.00
scaffold370.44	scaffold370	44	F	7	0.00	100.00
scaffold370.52	scaffold370	52	F	5	20.00	80.00
scaffold370.66	scaffold370	66	F	7	14.29	85.71
scaffold370.105	scaffold370	105	F	6	0.00	100.00
scaffold370.191	scaffold370	191	F	12	16.67	83.33
scaffold370.318	scaffold370	318	F	3	0.00	100.00
scaffold370.326	scaffold370	326	F	5	0.00	100.00
scaffold370.335	scaffold370	335	F	3	0.00	100.00
scaffold370.400	scaffold370	400	F	3	0.00	100.00
scaffold370.413	scaffold370	413	F	4	0.00	100.00
scaffold370.436	scaffold370	436	F	4	0.00	100.00
scaffold370.584	scaffold370	584	F	3	0.00	100.00
scaffold370.652	scaffold370	652	F	4	0.00	100.00
scaffold370.659	scaffold370	659	F	3	0.00	100.00
scaffold370.665	scaffold370	665	F	9	0.00	100.00
scaffold370.672	scaffold370	672	F	5	0.00	100.00
scaffold370.691	scaffold370	691	F	14	0.00	100.00
scaffold370.783	scaffold370	783	F	9	0.00	100.00
scaffold370.788	scaffold370	788	F	6	0.00	100.00
scaffold370.842	scaffold370	842	F	3	0.00	100.00
scaffold370.1367	scaffold370	1367	F	5	0.00	100.00
scaffold370.1395	scaffold370	1395	F	5	0.00	100.00
scaffold370.1420	scaffold370	1420	F	5	0.00	100.00
scaffold371.73	scaffold371	73	F	14	0.00	100.00
scaffold371.649	scaffold371	649	F	6	0.00	100.00
scaffold371.674	scaffold371	674	F	43	2.33	97.67
scaffold372.81	scaffold372	81	F	24	0.00	100.00
scaffold372.102	scaffold372	102	F	26	0.00	100.00
scaffold372.121	scaffold372	121	F	8	0.00	100.00
scaffold372.128	scaffold372	128	F	5	0.00	100.00
scaffold372.149	scaffold372	149	F	3	0.00	100.00
scaffold372.228	scaffold372	228	F	3	0.00	100.00
scaffold372.590	scaffold372	590	F	4	0.00	100.00
scaffold372.596	scaffold372	596	F	5	0.00	100.00
scaffold372.609	scaffold372	609	F	3	0.00	100.00
scaffold372.623	scaffold372	623	F	6	0.00	100.00
scaffold372.662	scaffold372	662	F	7	28.57	71.43
scaffold372.710	scaffold372	710	F	5	0.00	100.00
scaffold372.957	scaffold372	957	F	6	0.00	100.00
scaffold372.998	scaffold372	998	F	5	0.00	100.00
scaffold372.1128	scaffold372	1128	F	8	0.00	100.00
scaffold372.1136	scaffold372	1136	F	8	12.50	87.50
scaffold372.1284	scaffold372	1284	F	3	0.00	100.00
scaffold372.1499	scaffold372	1499	F	7	0.00	100.00
scaffold372.1527	scaffold372	1527	F	10	0.00	100.00
scaffold372.1595	scaffold372	1595	F	3	0.00	100.00
scaffold372.1641	scaffold372	1641	F	7	14.29	85.71
scaffold372.1686	scaffold372	1686	F	3	0.00	100.00
scaffold372.1708	scaffold372	1708	F	3	0.00	100.00
scaffold372.1748	scaffold372	1748	F	3	0.00	100.00
scaffold372.1863	scaffold372	1863	F	4	0.00	100.00
scaffold372.1949	scaffold372	1949	F	3	0.00	100.00
scaffold372.2031	scaffold372	2031	F	3	0.00	100.00
scaffold372.2048	scaffold372	2048	F	5	0.00	100.00
scaffold372.2078	scaffold372	2078	F	5	0.00	100.00
scaffold372.2146	scaffold372	2146	F	3	0.00	100.00
scaffold372.2148	scaffold372	2148	F	4	25.00	75.00
scaffold372.2356	scaffold372	2356	F	3	0.00	100.00
scaffold372.3152	scaffold372	3152	F	7	0.00	100.00
scaffold372.3385	scaffold372	3385	F	3	0.00	100.00
scaffold372.3450	scaffold372	3450	F	6	16.67	83.33
scaffold372.4352	scaffold372	4352	F	3	0.00	100.00
scaffold372.4385	scaffold372	4385	F	4	0.00	100.00
scaffold372.5217	scaffold372	5217	F	3	0.00	100.00
scaffold372.5227	scaffold372	5227	F	3	0.00	100.00
scaffold372.5360	scaffold372	5360	F	3	0.00	100.00
scaffold372.5414	scaffold372	5414	F	4	0.00	100.00
scaffold372.5416	scaffold372	5416	F	4	0.00	100.00
scaffold372.5451	scaffold372	5451	F	3	0.00	100.00
scaffold372.5459	scaffold372	5459	F	3	0.00	100.00
scaffold372.5648	scaffold372	5648	F	4	0.00	100.00
scaffold372.5678	scaffold372	5678	F	5	0.00	100.00
scaffold372.5689	scaffold372	5689	F	3	0.00	100.00
scaffold372.5881	scaffold372	5881	F	8	0.00	100.00
scaffold372.5926	scaffold372	5926	F	3	0.00	100.00
scaffold372.5930	scaffold372	5930	F	5	0.00	100.00
scaffold372.5938	scaffold372	5938	F	5	0.00	100.00
scaffold372.5953	scaffold372	5953	F	3	0.00	100.00
scaffold372.7506	scaffold372	7506	F	8	0.00	100.00
scaffold372.7522	scaffold372	7522	F	9	22.22	77.78
scaffold372.10949	scaffold372	10949	F	3	0.00	100.00
scaffold372.10984	scaffold372	10984	F	3	0.00	100.00
scaffold372.10995	scaffold372	10995	F	5	0.00	100.00
scaffold372.11018	scaffold372	11018	F	6	0.00	100.00
scaffold373.32	scaffold373	32	F	4	0.00	100.00
scaffold373.40	scaffold373	40	F	8	0.00	100.00
scaffold373.42	scaffold373	42	F	8	0.00	100.00
scaffold373.50	scaffold373	50	F	8	0.00	100.00
scaffold373.52	scaffold373	52	F	10	0.00	100.00
scaffold373.197	scaffold373	197	F	15	0.00	100.00
scaffold373.214	scaffold373	214	F	6	0.00	100.00
scaffold373.226	scaffold373	226	F	11	0.00	100.00
scaffold374.56	scaffold374	56	F	10	0.00	100.00
scaffold374.64	scaffold374	64	F	8	0.00	100.00
scaffold374.83	scaffold374	83	F	5	0.00	100.00
scaffold374.115	scaffold374	115	F	5	0.00	100.00
scaffold374.136	scaffold374	136	F	3	0.00	100.00
scaffold374.170	scaffold374	170	F	5	20.00	80.00
scaffold374.190	scaffold374	190	F	4	0.00	100.00
scaffold374.240	scaffold374	240	F	5	0.00	100.00
scaffold374.365	scaffold374	365	F	9	0.00	100.00
scaffold374.372	scaffold374	372	F	7	0.00	100.00
scaffold374.377	scaffold374	377	F	7	0.00	100.00
scaffold374.400	scaffold374	400	F	9	0.00	100.00
scaffold374.440	scaffold374	440	F	3	0.00	100.00
scaffold374.447	scaffold374	447	F	5	0.00	100.00
scaffold374.493	scaffold374	493	F	7	0.00	100.00
scaffold374.545	scaffold374	545	F	12	0.00	100.00
scaffold374.569	scaffold374	569	F	6	16.67	83.33
scaffold374.581	scaffold374	581	F	3	0.00	100.00
scaffold374.590	scaffold374	590	F	3	0.00	100.00
scaffold374.623	scaffold374	623	F	3	0.00	100.00
scaffold374.678	scaffold374	678	F	5	20.00	80.00
scaffold374.706	scaffold374	706	F	12	0.00	100.00
scaffold374.715	scaffold374	715	F	23	13.04	86.96
scaffold374.739	scaffold374	739	F	51	0.00	100.00
scaffold374.744	scaffold374	744	F	6	0.00	100.00
scaffold374.769	scaffold374	769	F	7	0.00	100.00
scaffold374.773	scaffold374	773	F	4	0.00	100.00
scaffold374.838	scaffold374	838	F	3	0.00	100.00
scaffold374.898	scaffold374	898	F	10	0.00	100.00
scaffold374.1000	scaffold374	1000	F	3	0.00	100.00
scaffold374.1122	scaffold374	1122	F	7	0.00	100.00
scaffold374.1125	scaffold374	1125	F	8	0.00	100.00
scaffold374.1200	scaffold374	1200	F	3	0.00	100.00
scaffold374.1299	scaffold374	1299	F	3	0.00	100.00
scaffold374.1346	scaffold374	1346	F	3	0.00	100.00
scaffold374.1506	scaffold374	1506	F	4	0.00	100.00
scaffold374.1540	scaffold374	1540	F	7	0.00	100.00
scaffold374.1542	scaffold374	1542	F	5	0.00	100.00
scaffold374.1547	scaffold374	1547	F	6	66.67	33.33
scaffold374.1608	scaffold374	1608	F	3	0.00	100.00
scaffold374.1643	scaffold374	1643	F	3	0.00	100.00
scaffold374.1649	scaffold374	1649	F	3	0.00	100.00
scaffold374.1653	scaffold374	1653	F	3	0.00	100.00
scaffold374.1689	scaffold374	1689	F	4	0.00	100.00
scaffold374.1691	scaffold374	1691	F	4	0.00	100.00
scaffold374.1714	scaffold374	1714	F	4	0.00	100.00
scaffold374.1734	scaffold374	1734	F	5	0.00	100.00
scaffold374.1742	scaffold374	1742	F	5	0.00	100.00
scaffold374.1744	scaffold374	1744	F	4	0.00	100.00
scaffold374.1774	scaffold374	1774	F	8	0.00	100.00
scaffold374.1782	scaffold374	1782	F	5	0.00	100.00
scaffold374.1785	scaffold374	1785	F	5	0.00	100.00
scaffold374.1813	scaffold374	1813	F	4	0.00	100.00
scaffold374.2548	scaffold374	2548	F	5	0.00	100.00
scaffold374.2771	scaffold374	2771	F	3	33.33	66.67
scaffold374.2801	scaffold374	2801	F	4	25.00	75.00
scaffold374.3122	scaffold374	3122	F	3	0.00	100.00
scaffold374.3125	scaffold374	3125	F	4	0.00	100.00
scaffold374.3227	scaffold374	3227	F	3	33.33	66.67
scaffold374.4222	scaffold374	4222	F	17	0.00	100.00
scaffold374.4867	scaffold374	4867	F	4	0.00	100.00
scaffold374.4919	scaffold374	4919	F	4	0.00	100.00
scaffold374.6078	scaffold374	6078	F	3	0.00	100.00
scaffold374.7730	scaffold374	7730	F	14	0.00	100.00
scaffold374.8361	scaffold374	8361	F	3	0.00	100.00
scaffold374.8926	scaffold374	8926	F	4	0.00	100.00
scaffold375.46	scaffold375	46	F	5	0.00	100.00
scaffold375.1275	scaffold375	1275	F	5	0.00	100.00
scaffold375.1337	scaffold375	1337	F	3	0.00	100.00
scaffold375.1495	scaffold375	1495	F	4	25.00	75.00
scaffold375.1513	scaffold375	1513	F	5	0.00	100.00
scaffold376.70	scaffold376	70	F	16	0.00	100.00
scaffold376.72	scaffold376	72	F	12	0.00	100.00
scaffold376.93	scaffold376	93	F	23	0.00	100.00
scaffold376.116	scaffold376	116	F	18	0.00	100.00
scaffold376.144	scaffold376	144	F	41	7.32	92.68
scaffold376.174	scaffold376	174	F	31	9.68	90.32
scaffold376.186	scaffold376	186	F	19	21.05	78.95
scaffold376.201	scaffold376	201	F	42	4.76	95.24
scaffold376.211	scaffold376	211	F	34	8.82	91.18
scaffold377.43	scaffold377	43	F	5	0.00	100.00
scaffold377.73	scaffold377	73	F	5	0.00	100.00
scaffold377.86	scaffold377	86	F	5	0.00	100.00
scaffold377.111	scaffold377	111	F	3	0.00	100.00
scaffold377.296	scaffold377	296	F	17	5.88	94.12
scaffold377.352	scaffold377	352	F	3	0.00	100.00
scaffold377.399	scaffold377	399	F	6	0.00	100.00
scaffold377.401	scaffold377	401	F	3	33.33	66.67
scaffold377.428	scaffold377	428	F	8	0.00	100.00
scaffold377.430	scaffold377	430	F	8	0.00	100.00
scaffold377.594	scaffold377	594	F	7	28.57	71.43
scaffold377.611	scaffold377	611	F	3	0.00	100.00
scaffold377.708	scaffold377	708	F	5	60.00	40.00
scaffold377.729	scaffold377	729	F	7	0.00	100.00
scaffold377.766	scaffold377	766	F	3	0.00	100.00
scaffold377.774	scaffold377	774	F	9	0.00	100.00
scaffold377.807	scaffold377	807	F	3	0.00	100.00
scaffold377.861	scaffold377	861	F	6	0.00	100.00
scaffold377.981	scaffold377	981	F	4	0.00	100.00
scaffold377.988	scaffold377	988	F	5	20.00	80.00
scaffold377.1014	scaffold377	1014	F	3	0.00	100.00
scaffold377.1035	scaffold377	1035	F	9	0.00	100.00
scaffold377.1075	scaffold377	1075	F	3	33.33	66.67
scaffold377.1146	scaffold377	1146	F	3	33.33	66.67
scaffold377.1156	scaffold377	1156	F	5	0.00	100.00
scaffold377.1168	scaffold377	1168	F	8	37.50	62.50
scaffold377.1190	scaffold377	1190	F	5	0.00	100.00
scaffold377.1210	scaffold377	1210	F	6	16.67	83.33
scaffold377.1255	scaffold377	1255	F	7	0.00	100.00
scaffold377.1266	scaffold377	1266	F	5	0.00	100.00
scaffold377.1271	scaffold377	1271	F	12	0.00	100.00
scaffold377.1328	scaffold377	1328	F	4	0.00	100.00
scaffold377.1352	scaffold377	1352	F	5	0.00	100.00
scaffold377.1373	scaffold377	1373	F	3	0.00	100.00
scaffold377.1383	scaffold377	1383	F	3	0.00	100.00
scaffold377.1437	scaffold377	1437	F	4	0.00	100.00
scaffold377.1447	scaffold377	1447	F	5	0.00	100.00
scaffold377.1456	scaffold377	1456	F	6	0.00	100.00
scaffold377.1458	scaffold377	1458	F	5	0.00	100.00
scaffold377.1467	scaffold377	1467	F	6	0.00	100.00
scaffold377.1470	scaffold377	1470	F	5	0.00	100.00
scaffold377.1486	scaffold377	1486	F	4	0.00	100.00
scaffold377.1586	scaffold377	1586	F	4	0.00	100.00
scaffold377.1660	scaffold377	1660	F	3	0.00	100.00
scaffold377.1669	scaffold377	1669	F	3	0.00	100.00
scaffold377.1736	scaffold377	1736	F	5	0.00	100.00
scaffold377.1748	scaffold377	1748	F	11	0.00	100.00
scaffold377.1769	scaffold377	1769	F	8	0.00	100.00
scaffold377.1781	scaffold377	1781	F	6	0.00	100.00
scaffold377.1795	scaffold377	1795	F	4	0.00	100.00
scaffold377.1801	scaffold377	1801	F	4	0.00	100.00
scaffold377.1804	scaffold377	1804	F	4	0.00	100.00
scaffold377.1905	scaffold377	1905	F	4	0.00	100.00
scaffold377.1907	scaffold377	1907	F	4	0.00	100.00
scaffold377.1909	scaffold377	1909	F	4	0.00	100.00
scaffold377.1940	scaffold377	1940	F	10	0.00	100.00
scaffold377.1958	scaffold377	1958	F	3	100.00	0.00
scaffold377.2041	scaffold377	2041	F	8	0.00	100.00
scaffold377.2053	scaffold377	2053	F	9	0.00	100.00
scaffold377.2167	scaffold377	2167	F	12	0.00	100.00
scaffold377.2232	scaffold377	2232	F	4	0.00	100.00
scaffold377.2248	scaffold377	2248	F	3	0.00	100.00
scaffold377.2268	scaffold377	2268	F	7	0.00	100.00
scaffold377.2284	scaffold377	2284	F	5	0.00	100.00
scaffold377.2292	scaffold377	2292	F	6	16.67	83.33
scaffold377.2303	scaffold377	2303	F	3	33.33	66.67
scaffold377.2684	scaffold377	2684	F	5	0.00	100.00
scaffold377.2822	scaffold377	2822	F	4	0.00	100.00
scaffold377.2833	scaffold377	2833	F	8	0.00	100.00
scaffold377.2889	scaffold377	2889	F	6	0.00	100.00
scaffold377.2985	scaffold377	2985	F	5	0.00	100.00
scaffold377.2992	scaffold377	2992	F	5	0.00	100.00
scaffold377.3012	scaffold377	3012	F	6	0.00	100.00
scaffold377.3031	scaffold377	3031	F	9	0.00	100.00
scaffold377.3043	scaffold377	3043	F	5	20.00	80.00
scaffold377.3082	scaffold377	3082	F	9	11.11	88.89
scaffold377.3128	scaffold377	3128	F	4	25.00	75.00
scaffold377.3130	scaffold377	3130	F	4	50.00	50.00
scaffold377.3136	scaffold377	3136	F	7	0.00	100.00
scaffold377.3187	scaffold377	3187	F	4	0.00	100.00
scaffold377.3207	scaffold377	3207	F	3	0.00	100.00
scaffold377.3219	scaffold377	3219	F	6	0.00	100.00
scaffold377.3227	scaffold377	3227	F	7	0.00	100.00
scaffold377.3231	scaffold377	3231	F	7	0.00	100.00
scaffold377.3281	scaffold377	3281	F	21	0.00	100.00
scaffold377.3298	scaffold377	3298	F	12	0.00	100.00
scaffold377.3317	scaffold377	3317	F	8	12.50	87.50
scaffold377.3325	scaffold377	3325	F	6	16.67	83.33
scaffold377.3348	scaffold377	3348	F	4	25.00	75.00
scaffold377.3492	scaffold377	3492	F	5	40.00	60.00
scaffold377.3501	scaffold377	3501	F	3	66.67	33.33
scaffold377.3507	scaffold377	3507	F	4	25.00	75.00
scaffold377.3635	scaffold377	3635	F	5	40.00	60.00
scaffold377.3740	scaffold377	3740	F	3	0.00	100.00
scaffold377.3745	scaffold377	3745	F	4	0.00	100.00
scaffold377.3808	scaffold377	3808	F	4	0.00	100.00
scaffold377.3865	scaffold377	3865	F	3	0.00	100.00
scaffold377.3872	scaffold377	3872	F	3	0.00	100.00
scaffold377.3971	scaffold377	3971	F	4	0.00	100.00
scaffold377.3977	scaffold377	3977	F	4	0.00	100.00
scaffold377.4022	scaffold377	4022	F	4	0.00	100.00
scaffold377.4048	scaffold377	4048	F	5	40.00	60.00
scaffold377.4106	scaffold377	4106	F	3	0.00	100.00
scaffold377.4117	scaffold377	4117	F	3	0.00	100.00
scaffold377.4264	scaffold377	4264	F	3	0.00	100.00
scaffold377.4317	scaffold377	4317	F	6	0.00	100.00
scaffold377.4385	scaffold377	4385	F	7	0.00	100.00
scaffold377.4447	scaffold377	4447	F	4	0.00	100.00
scaffold377.4503	scaffold377	4503	F	5	0.00	100.00
scaffold377.4526	scaffold377	4526	F	3	0.00	100.00
scaffold377.4562	scaffold377	4562	F	5	20.00	80.00
scaffold377.4608	scaffold377	4608	F	3	33.33	66.67
scaffold377.4987	scaffold377	4987	F	4	0.00	100.00
scaffold377.4999	scaffold377	4999	F	5	0.00	100.00
scaffold377.5101	scaffold377	5101	F	5	0.00	100.00
scaffold377.5734	scaffold377	5734	F	4	25.00	75.00
scaffold377.5756	scaffold377	5756	F	4	50.00	50.00
scaffold378.318	scaffold378	318	F	4	25.00	75.00
scaffold378.350	scaffold378	350	F	4	25.00	75.00
scaffold378.378	scaffold378	378	F	3	0.00	100.00
scaffold378.688	scaffold378	688	F	13	69.23	30.77
scaffold378.702	scaffold378	702	F	31	32.26	67.74
scaffold378.712	scaffold378	712	F	11	54.55	45.45
scaffold378.912	scaffold378	912	F	3	0.00	100.00
scaffold378.936	scaffold378	936	F	4	0.00	100.00
scaffold378.1390	scaffold378	1390	F	3	0.00	100.00
scaffold378.1688	scaffold378	1688	F	3	66.67	33.33
scaffold378.2529	scaffold378	2529	F	5	0.00	100.00
scaffold378.2541	scaffold378	2541	F	4	0.00	100.00
scaffold378.2745	scaffold378	2745	F	5	0.00	100.00
scaffold378.2771	scaffold378	2771	F	10	30.00	70.00
scaffold378.2795	scaffold378	2795	F	11	18.18	81.82
scaffold378.2803	scaffold378	2803	F	12	8.33	91.67
scaffold378.2848	scaffold378	2848	F	4	0.00	100.00
scaffold378.2976	scaffold378	2976	F	6	33.33	66.67
scaffold378.2980	scaffold378	2980	F	3	100.00	0.00
scaffold378.3132	scaffold378	3132	F	3	66.67	33.33
scaffold378.3147	scaffold378	3147	F	6	33.33	66.67
scaffold378.3291	scaffold378	3291	F	4	75.00	25.00
scaffold378.3351	scaffold378	3351	F	5	40.00	60.00
scaffold378.5011	scaffold378	5011	F	3	33.33	66.67
scaffold378.5479	scaffold378	5479	F	3	100.00	0.00
scaffold378.5506	scaffold378	5506	F	3	100.00	0.00
scaffold378.5632	scaffold378	5632	F	4	100.00	0.00
scaffold378.5650	scaffold378	5650	F	5	80.00	20.00
scaffold378.6668	scaffold378	6668	F	6	0.00	100.00
scaffold378.7682	scaffold378	7682	F	4	0.00	100.00
scaffold378.7696	scaffold378	7696	F	3	0.00	100.00
scaffold379.120	scaffold379	120	F	7	14.29	85.71
scaffold379.143	scaffold379	143	F	14	0.00	100.00
scaffold379.172	scaffold379	172	F	11	0.00	100.00
scaffold379.241	scaffold379	241	F	3	0.00	100.00
scaffold379.321	scaffold379	321	F	3	0.00	100.00
scaffold379.349	scaffold379	349	F	8	0.00	100.00
scaffold379.419	scaffold379	419	F	3	0.00	100.00
scaffold379.464	scaffold379	464	F	3	0.00	100.00
scaffold379.613	scaffold379	613	F	4	0.00	100.00
scaffold379.633	scaffold379	633	F	6	0.00	100.00
scaffold379.681	scaffold379	681	F	6	0.00	100.00
scaffold379.689	scaffold379	689	F	5	0.00	100.00
scaffold379.698	scaffold379	698	F	4	0.00	100.00
scaffold379.745	scaffold379	745	F	4	25.00	75.00
scaffold379.755	scaffold379	755	F	4	0.00	100.00
scaffold379.758	scaffold379	758	F	7	0.00	100.00
scaffold379.772	scaffold379	772	F	3	0.00	100.00
scaffold379.786	scaffold379	786	F	5	0.00	100.00
scaffold379.966	scaffold379	966	F	5	0.00	100.00
scaffold379.1030	scaffold379	1030	F	3	0.00	100.00
scaffold379.1148	scaffold379	1148	F	3	0.00	100.00
scaffold379.1155	scaffold379	1155	F	5	0.00	100.00
scaffold379.1161	scaffold379	1161	F	3	0.00	100.00
scaffold379.1170	scaffold379	1170	F	5	0.00	100.00
scaffold379.1336	scaffold379	1336	F	9	0.00	100.00
scaffold379.1540	scaffold379	1540	F	3	0.00	100.00
scaffold379.1546	scaffold379	1546	F	6	0.00	100.00
scaffold379.1771	scaffold379	1771	F	7	0.00	100.00
scaffold379.1953	scaffold379	1953	F	5	0.00	100.00
scaffold379.2124	scaffold379	2124	F	5	0.00	100.00
scaffold379.2152	scaffold379	2152	F	4	0.00	100.00
scaffold379.2207	scaffold379	2207	F	4	0.00	100.00
scaffold379.2287	scaffold379	2287	F	3	0.00	100.00
scaffold379.2294	scaffold379	2294	F	3	0.00	100.00
scaffold379.2571	scaffold379	2571	F	6	0.00	100.00
scaffold379.2585	scaffold379	2585	F	4	0.00	100.00
scaffold379.2595	scaffold379	2595	F	3	33.33	66.67
scaffold379.2653	scaffold379	2653	F	3	0.00	100.00
scaffold379.2680	scaffold379	2680	F	3	0.00	100.00
scaffold379.3143	scaffold379	3143	F	3	33.33	66.67
scaffold379.3474	scaffold379	3474	F	3	0.00	100.00
scaffold379.3476	scaffold379	3476	F	3	0.00	100.00
scaffold379.3517	scaffold379	3517	F	8	0.00	100.00
scaffold38.25	scaffold38	25	F	6	0.00	100.00
scaffold38.34	scaffold38	34	F	8	0.00	100.00
scaffold38.37	scaffold38	37	F	11	9.09	90.91
scaffold38.55	scaffold38	55	F	18	0.00	100.00
scaffold38.62	scaffold38	62	F	11	0.00	100.00
scaffold38.92	scaffold38	92	F	24	0.00	100.00
scaffold38.100	scaffold38	100	F	5	0.00	100.00
scaffold38.102	scaffold38	102	F	14	0.00	100.00
scaffold38.107	scaffold38	107	F	18	0.00	100.00
scaffold38.111	scaffold38	111	F	15	0.00	100.00
scaffold38.117	scaffold38	117	F	14	0.00	100.00
scaffold38.146	scaffold38	146	F	3	0.00	100.00
scaffold38.157	scaffold38	157	F	5	0.00	100.00
scaffold38.187	scaffold38	187	F	6	0.00	100.00
scaffold38.195	scaffold38	195	F	8	37.50	62.50
scaffold38.206	scaffold38	206	F	12	8.33	91.67
scaffold380.7	scaffold380	7	F	3	0.00	100.00
scaffold380.13	scaffold380	13	F	19	0.00	100.00
scaffold380.53	scaffold380	53	F	7	0.00	100.00
scaffold380.80	scaffold380	80	F	10	0.00	100.00
scaffold380.162	scaffold380	162	F	4	0.00	100.00
scaffold380.650	scaffold380	650	F	4	0.00	100.00
scaffold380.655	scaffold380	655	F	11	0.00	100.00
scaffold380.666	scaffold380	666	F	4	0.00	100.00
scaffold380.694	scaffold380	694	F	3	33.33	66.67
scaffold380.742	scaffold380	742	F	5	0.00	100.00
scaffold380.750	scaffold380	750	F	6	0.00	100.00
scaffold380.784	scaffold380	784	F	5	20.00	80.00
scaffold380.852	scaffold380	852	F	6	0.00	100.00
scaffold380.991	scaffold380	991	F	12	0.00	100.00
scaffold380.1015	scaffold380	1015	F	13	7.69	92.31
scaffold381.108	scaffold381	108	F	8	0.00	100.00
scaffold381.568	scaffold381	568	F	3	0.00	100.00
scaffold381.639	scaffold381	639	F	3	0.00	100.00
scaffold381.678	scaffold381	678	F	3	0.00	100.00
